Entry,oann_c1,oann_c2,oann_c3,oann_c6,oann_c7,oann_c8,oann_d1,oann_d3,oann_d6,oann_d7,oann_d8
P51905,3,0,1,15,0,3,4,0,11,10,5
P51906,2,1,0,4,3,1,0,0,0,7,4
P51907,318,1108,231,366,148,147,102,163,39,89,160
P51913,184,163,98,215,279,264,672,567,411,411,258
P51942,113,240,66,142,220,203,73,28,59,78,149
P51944,233,178,169,358,408,129,202,220,36,175,198
P51949,0,215,160,0,99,125,0,153,0,0,94
P51950,344,338,98,574,321,128,560,209,184,299,147
P51954,722,837,613,1072,1277,684,899,665,318,636,650
P51955,6,12,19,25,17,15,17,10,0,1,15
P51957,58,23,21,212,117,37,82,40,60,74,58
P51991,2387,1956,1263,3024,2755,1237,2059,1106,663,1354,1922
P51992,681,1276,715,801,883,459,677,668,113,411,736
P52209,1211,2269,606,1959,1089,816,1089,618,415,1260,759
P52272,19,0,0,67,9,0,42,0,26,0,0
P52292,135,122,155,202,135,86,138,86,14,87,110
P52297,634,853,496,820,734,412,492,276,129,401,433
P52301,1260,1392,511,1478,1395,914,1586,556,701,1200,722
P52303,621,1256,726,856,867,571,1172,1089,635,734,550
P52429,42,16,13,56,62,29,28,3,7,72,22
P52430,57,102,50,38,26,32,0,33,0,13,30
P52431,214,149,61,306,217,93,134,81,89,103,108
P52483,48,39,8,182,86,39,23,27,40,88,56
P52485,206,163,110,393,329,149,238,124,227,292,185
P52556,30,8,4,60,20,35,102,206,214,88,28
P52564,418,637,349,867,573,248,432,403,166,332,309
P52569,520,612,464,1104,1099,631,869,585,812,1206,449
P52632,566,534,459,858,724,371,380,474,171,505,379
P52649,580,29,81,2182,248,145,297,18,241,949,134
P52654,229,338,119,426,188,175,406,205,211,237,160
P52655,9,16,95,88,54,36,15,14,9,11,18
P52701,3,1,0,2,7,0,5,0,0,0,0
P52709,0,5,0,1,0,0,0,0,0,0,1
P52735,1,0,0,18,0,9,0,0,1,7,0
P52742,6,0,5,4,4,3,2,1,0,0,3
P52757,1,0,0,5,7,0,0,0,0,0,1
P52788,217,327,221,352,269,115,247,168,55,96,195
P52796,2,6,3,10,2,4,3,14,29,0,3
P52799,807,815,545,2053,1221,994,1921,1080,2061,1934,745
P52800,1,0,4,0,0,0,0,0,2,2,0
P52815,88,192,29,163,121,83,175,132,99,167,64
P52824,8,5,2,27,8,1,16,7,34,9,3
P52826,476,671,406,938,571,687,798,463,577,651,623
P52888,501,528,298,774,749,375,389,255,58,165,588
P52948,649,702,339,1333,826,360,757,508,466,639,504
P52951,34,37,35,75,16,7,25,16,70,10,9
P52953,2,0,3,2,1,0,0,1,0,0,4
P53041,11,11,7,42,25,8,6,3,0,6,24
P53042,5,3,0,7,3,0,0,0,0,0,3
P53095,10,1,0,4,0,0,12,8,0,11,2
P53349,19,18,27,61,25,20,21,27,26,44,20
P53355,1,2,0,0,0,0,2,2,0,0,0
P53356,26,30,19,98,55,20,29,36,51,85,29
P53365,656,896,409,826,733,483,834,679,992,480,469
P53370,188,202,180,223,283,147,182,224,57,170,123
P53395,55,20,43,176,70,28,70,39,49,94,58
P53396,710,948,602,1325,1087,601,1169,612,443,733,579
P53413,55,42,50,80,97,36,56,60,49,60,60
P53451,350,562,202,741,455,224,564,194,312,254,273
P53452,72,38,44,37,10,16,54,16,35,0,11
P53454,368,484,233,629,365,244,293,230,266,406,267
P53461,77,32,9,108,122,24,106,29,35,69,20
P53492,263,476,298,371,534,202,316,263,59,214,379
P53547,4,0,3,5,0,0,0,0,0,0,2
P53563,3723,4231,2791,5431,5973,3578,7487,6196,4459,8263,3069
P53568,134,97,47,164,110,115,206,119,244,86,99
P53569,119,158,37,150,386,120,127,40,41,82,210
P53590,571,799,503,1109,905,653,962,838,564,1500,429
P53596,2,0,0,7,0,0,0,0,0,0,1
P53597,18,46,0,61,0,0,0,6,0,0,0
P53603,3,4,0,19,14,6,3,2,5,7,7
P53621,53,27,4,83,62,28,32,32,75,51,23
P53634,6,4,0,10,0,0,1,0,4,0,0
P53667,62,31,50,131,130,25,43,37,23,77,35
P53677,330,545,307,494,578,352,473,342,213,380,306
P53690,11,6,0,1,14,3,3,1,61,0,10
P53702,82,49,57,135,93,52,71,68,38,72,41
P53713,449,440,225,590,443,304,685,356,483,688,406
P53762,6,24,19,22,8,27,50,30,108,44,19
P53782,10,8,0,9,3,15,7,10,4,0,12
P53791,9,5,4,36,10,9,7,3,5,12,11
P53793,0,0,0,11,0,0,2,0,0,0,0
P53804,21,8,4,61,27,27,8,2,9,45,22
P53809,2,0,0,11,3,2,9,0,3,3,0
P53811,55,96,29,143,81,43,92,40,108,129,47
P53992,883,1491,635,1414,1138,683,1011,636,679,667,762
P53995,209,162,243,195,263,141,114,166,25,118,133
P54099,0,2,0,4,0,0,0,0,0,9,1
P54131,38,27,13,23,38,22,23,10,14,24,10
P54145,1162,2093,419,1526,1531,904,1840,891,1919,1801,765
P54186,56,30,14,23,69,16,14,25,1,11,25
P54247,46,72,33,65,106,43,55,83,20,32,57
P54252,15,2,1,28,28,11,0,0,0,15,20
P54253,0,10,1,6,4,12,7,19,4,14,0
P54276,211,189,202,229,218,150,176,77,18,80,214
P54277,16,6,8,33,31,15,28,8,22,36,15
P54278,30,60,4,27,25,13,25,19,3,19,17
P54282,0,0,0,3,0,0,0,0,0,0,2
P54319,125,178,135,246,256,137,137,184,169,173,178
P54357,858,1614,775,959,1197,813,1153,766,756,945,594
P54362,2,1,4,7,7,0,0,10,6,5,9
P54366,76,25,32,73,50,18,80,62,2,38,39
P54417,330,167,106,1032,337,242,271,83,1699,408,299
P54611,270,530,169,492,379,287,457,358,273,348,290
P54612,310,233,83,608,273,250,505,186,261,441,240
P54644,1,7,5,14,2,3,3,3,8,5,1
P54680,1,0,8,0,0,0,0,0,0,0,0
P54726,819,1014,594,1231,1382,783,1034,1065,752,816,746
P54741,36,12,8,30,23,6,17,0,13,18,8
P54756,92,12,12,204,36,19,56,6,6,20,30
P54764,10,0,6,26,5,3,15,0,3,13,0
P54797,249,373,552,384,559,336,216,312,194,187,375
P54802,212,492,229,305,294,166,172,341,137,242,170
P54830,10,15,21,13,54,19,38,14,26,13,34
P54833,3,0,0,4,0,0,3,0,6,0,0
P54845,176,411,87,228,197,65,356,193,61,141,92
P54864,250,640,243,644,436,460,893,881,1505,356,374
P54886,0,15,34,71,0,0,5,0,66,51,0
P54960,3,2,0,5,5,2,1,0,6,0,0
P54961,226,294,154,370,169,164,219,149,124,134,111
P54985,1801,1729,1400,1586,1529,1188,4476,2853,1545,2494,796
P55006,141,279,142,155,237,75,116,186,21,83,117
P55008,1569,1513,674,894,1102,648,432,612,114,641,620
P55010,97,126,62,259,142,92,202,70,82,179,141
P55011,2,0,12,8,0,4,9,10,79,12,3
P55012,9,14,13,78,21,4,16,22,123,47,27
P55013,6,7,1,35,38,6,8,10,3,33,41
P55023,32,478,27,32,36,19,60,79,50,56,14
P55024,228,388,316,294,402,265,217,281,46,205,197
P55036,22,12,1,49,27,10,34,6,34,26,24
P55039,95,149,88,172,122,89,111,109,81,140,78
P55060,1,0,0,3,0,1,0,0,5,0,0
P55066,0,3,1,2,0,0,9,0,0,0,1
P55067,1,6,0,15,0,0,1,7,22,23,3
P55068,11,0,0,2,0,0,1,0,0,0,0
P55088,1,8,2,5,14,20,2,2,5,17,4
P55091,27,150,90,54,107,39,22,61,7,12,70
P55096,71,28,7,69,44,22,44,10,13,28,21
P55097,4,1,0,22,6,0,4,0,9,4,1
P55112,9,33,22,218,26,21,14,9,0,27,13
P55115,142,147,48,369,175,91,276,172,990,160,136
P55142,0,0,0,0,4,0,0,0,6,0,0
P55143,2201,2470,2311,3910,2730,2057,2367,2103,3848,3782,1641
P55180,1,0,0,2,2,3,0,0,0,0,0
P55196,859,977,576,1588,1482,819,1231,969,733,1817,712
P55200,3,0,0,18,1,0,20,0,0,0,7
P55210,0,10,4,17,41,12,30,29,81,40,22
P55214,6,12,23,18,20,2,0,1,1,2,4
P55266,627,401,396,784,671,404,606,378,563,906,438
P55302,89,271,75,263,169,117,60,63,154,237,62
P55345,12,14,15,18,20,4,7,6,4,5,6
P55440,20,12,8,41,24,7,21,2,8,25,18
P55567,828,1035,834,1290,672,466,594,544,253,299,529
P55586,1074,1545,536,1476,1114,551,549,591,345,364,534
P55786,10,12,4,65,43,23,28,14,17,66,32
P55809,130,48,38,129,118,53,142,46,54,56,75
P55861,190,217,187,356,245,255,309,122,21,113,257
P55862,95,89,68,120,134,98,110,17,6,40,104
P55878,394,670,214,772,609,479,733,442,609,899,477
P55926,40,18,30,67,29,13,46,43,26,25,36
P55937,124,81,31,208,118,61,102,43,42,92,129
P56094,55,68,14,42,27,18,62,18,0,6,6
P56192,1,0,0,706,6,3,5,0,370,0,0
P56213,34,107,9,33,29,16,31,33,6,21,18
P56273,46,67,23,216,119,67,64,71,70,194,62
P56276,0,3,0,0,4,0,0,3,0,20,0
P56399,6,6,2,17,20,16,5,7,5,22,14
P56402,6,6,21,6,42,29,42,20,33,13,14
P56407,41,75,43,59,124,72,93,62,42,30,84
P56450,0,0,0,0,0,0,12,0,6,0,1
P56476,2,0,0,0,0,1,0,3,0,14,1
P56479,17,10,9,21,17,10,23,3,55,24,10
P56489,0,0,0,0,0,0,0,2,0,3,0
P56517,230,474,166,446,269,203,337,241,268,237,200
P56520,0,0,0,0,0,2,1,0,0,0,0
P56537,16,46,0,43,65,60,8,0,0,12,21
P56558,59,23,5,156,115,37,38,10,35,174,98
P56564,702,433,136,1191,902,294,415,142,667,1214,588
P56571,241,446,165,341,244,205,254,156,80,195,179
P56581,35,28,14,27,23,10,22,9,0,2,8
P56602,116,86,33,158,67,40,42,15,47,68,57
P56603,347,136,240,959,362,353,311,284,116,454,304
P56695,76,135,105,75,69,58,0,86,0,71,55
P56698,261,370,108,519,577,346,358,246,208,486,349
P56701,90,110,44,165,165,97,162,61,102,112,74
P56704,0,0,0,7,0,0,0,2,0,0,3
P56705,0,0,0,0,0,0,2,0,0,12,1
P56706,13,14,4,11,23,12,61,23,19,39,18
P56817,241,155,99,825,333,175,273,179,504,613,121
P56839,215,216,134,228,179,141,381,201,125,301,111
P56941,441,713,694,1287,424,370,494,1105,489,411,423
P56960,214,273,228,449,249,178,200,203,70,102,180
P56962,33,55,34,48,53,25,45,20,13,49,26
P56965,42,49,34,52,38,8,43,48,28,42,19
P56966,11,15,7,43,137,77,20,2,0,51,100
P57058,0,0,2,0,0,1,10,0,0,0,1
P57078,0,0,0,0,2,0,3,0,0,2,0
P57080,170,82,51,257,153,81,163,26,45,83,117
P57088,63,89,67,159,106,31,36,65,68,76,59
P57102,85,30,37,126,116,51,83,45,21,51,71
P57678,30,14,5,48,29,14,10,6,2,11,15
P57682,60,51,57,175,82,36,80,60,105,444,67
P57729,134,152,98,145,135,76,123,192,82,120,59
P57747,562,569,405,761,767,402,682,469,362,493,500
P57760,5,22,1,26,7,1,2,8,2,27,4
P57775,3,5,0,11,5,2,2,3,2,26,6
P57784,273,374,268,621,441,275,260,248,137,245,287
P57790,0,1,8,4,17,2,0,13,0,4,7
P58021,82,32,18,253,124,38,36,6,19,63,95
P58022,463,285,226,395,474,298,245,65,297,277,347
P58027,0,5,1,2,7,0,0,4,0,5,0
P58044,331,488,238,404,456,242,289,223,146,427,221
P58048,0,1,0,5,0,0,1,0,0,0,0
P58058,108,50,75,360,156,68,46,65,75,220,108
P58165,14,10,16,45,27,9,15,1,14,26,9
P58197,926,1281,441,1340,1045,497,650,284,102,740,487
P58200,70,51,37,66,89,39,50,40,46,96,19
P58270,37,27,0,78,116,45,32,12,38,22,69
P58307,108,99,72,165,194,102,132,43,24,127,100
P58365,0,0,0,7,0,5,0,1,1,0,0
P58375,4487,7458,3961,4204,5862,4040,5100,5660,2412,10681,2667
P58397,0,0,0,0,4,7,0,0,0,0,5
P58421,782,521,335,757,900,442,448,140,152,624,439
P58465,209,231,140,508,279,134,216,171,174,687,160
P58467,20,0,15,17,32,10,7,0,0,0,19
P58468,31,46,30,57,32,22,103,33,25,46,27
P58545,43,8,20,35,10,3,31,15,10,2,4
P58557,41,39,19,41,76,30,52,32,7,26,53
P58710,260,343,127,165,99,53,208,23,32,22,48
P58797,15,10,16,46,46,18,34,8,12,13,11
P58854,49,14,6,63,65,22,40,6,26,64,44
P58912,11,7,7,19,10,25,34,0,30,36,14
P59015,416,288,254,431,605,270,485,293,194,214,384
P59046,390,554,436,976,655,256,577,429,204,219,406
P59055,11,24,10,3,25,6,3,1,11,13,13
P59280,0,24,0,37,13,8,25,10,6,18,13
P59281,29,22,14,66,35,18,39,12,51,59,25
P59326,975,1263,605,1250,1208,808,1322,1006,808,1033,809
P59328,0,0,0,4,2,0,0,0,0,0,1
P59470,13,8,8,37,54,23,10,0,7,37,35
P59510,0,0,0,2,0,0,0,0,0,1,0
P59598,267,369,239,407,321,200,268,303,168,133,267
P59644,7,0,0,2,0,1,0,0,0,0,0
P59672,342,504,216,769,791,407,346,261,117,668,505
P59708,590,661,376,911,800,537,970,860,681,813,439
P59722,15,27,6,49,27,13,24,66,128,79,22
P59742,275,55,226,57,28,3,37,87,0,0,5
P59743,25,57,28,61,36,25,35,34,70,21,34
P59750,183,142,41,309,285,130,209,69,116,347,151
P59807,30,11,31,10,30,9,0,1,0,0,13
P59941,72,43,63,112,154,55,50,18,0,6,41
P59999,324,716,355,432,351,227,561,377,192,282,188
P60020,2,1,0,1,2,0,0,0,0,0,0
P60026,31,30,18,45,24,15,8,9,3,13,17
P60123,280,292,200,501,247,160,355,217,141,156,137
P60484,249,116,87,396,343,137,182,153,139,457,150
P60522,1983,2394,1335,2620,2449,1824,2618,1918,1494,2290,1377
P60670,256,304,143,389,275,176,296,267,292,294,187
P60764,72,63,51,62,59,33,52,20,50,88,23
P60881,233,281,190,447,382,173,266,304,292,323,206
P60882,20,12,3,47,12,8,27,11,31,64,18
P60899,161,223,154,341,310,221,254,256,157,464,241
P60901,442,493,240,692,384,337,623,321,381,448,258
P61082,642,1135,525,749,1024,655,909,658,647,534,583
P61087,309,472,158,463,404,233,335,255,121,299,269
P61129,34,25,7,31,25,11,26,9,2,26,19
P61166,1307,2462,1495,1823,1802,1222,1942,2063,1048,2652,834
P61207,71,61,38,118,79,38,54,28,34,67,38
P61212,33,40,18,75,73,15,67,48,56,44,31
P61214,59,97,37,162,73,51,85,28,21,102,38
P61222,317,342,157,598,334,242,372,270,244,269,207
P61227,424,573,275,552,451,253,377,316,188,502,196
P61244,192,138,66,454,264,123,182,147,153,435,149
P61259,54,52,26,23,44,35,47,35,7,39,46
P61314,8521,12804,8232,7910,11813,7911,12426,13597,4650,20274,4917
P61315,4,16,16,6,12,4,7,8,2,7,7
P61354,9637,19180,12256,8600,16033,12438,13968,20350,8254,22285,7386
P61406,0,0,4,15,8,0,0,0,0,0,0
P61407,90,85,82,214,166,63,70,21,5,64,117
P61458,0,0,0,9,0,0,0,0,5,0,0
P61460,18,11,3,32,31,12,11,3,8,21,28
P61594,46,65,73,85,59,18,50,29,3,18,54
P61752,27,28,48,55,94,42,45,22,22,44,46
P61765,72,72,67,117,116,32,91,47,50,102,65
P61917,614,1217,457,1059,731,671,964,724,886,1021,449
P61963,11,18,7,17,4,1,18,12,37,15,12
P62083,12638,24935,14671,13233,17761,15421,18282,24089,10148,29714,9366
P62142,1552,2205,1390,2021,2747,1565,1847,1854,938,2684,1309
P62168,25,5,20,51,35,29,44,17,45,16,21
P62198,172,153,115,431,202,148,162,123,246,472,110
P62205,14,12,4,44,37,3,25,8,0,20,13
P62255,784,971,641,1732,1253,903,1369,1144,1513,1417,911
P62257,9,9,2,53,11,7,11,14,29,41,23
P62262,88,114,71,173,68,63,252,104,115,67,73
P62268,6644,9497,4344,3596,10004,5730,10821,7663,3158,17461,3842
P62278,4413,6680,2815,4313,6157,3904,6085,4509,2466,8981,2528
P62282,6945,8673,6443,4992,10835,7559,10055,8932,3266,20408,4072
P62286,0,0,0,4,0,0,0,0,0,2,0
P62287,202,227,270,353,310,218,237,296,83,281,199
P62309,204,263,85,210,218,143,246,86,61,112,125
P62323,232,259,126,342,329,167,363,179,113,183,197
P62332,2093,3473,1879,2980,3122,1683,2260,2072,1355,3190,1619
P62334,346,655,264,501,521,393,752,591,458,613,308
P62484,0,1,0,3,0,0,0,5,0,6,3
P62494,201,157,83,391,321,122,191,169,208,571,174
P62597,15,24,17,54,70,2,11,9,23,14,27
P62744,470,733,330,672,464,360,527,478,289,555,312
P62747,6,13,11,32,5,3,9,23,60,0,9
P62749,12,74,18,45,28,23,41,30,0,37,26
P62752,8649,14926,8909,8692,13203,10796,10241,12709,5018,17780,6682
P62832,7626,14727,7611,7674,12737,9003,11164,11629,6311,18801,5366
P62856,1,1,0,5,1,1,0,0,0,0,1
P62865,9070,17702,11166,8059,14776,9358,11659,17499,5505,15200,6069
P62882,192,197,130,233,285,142,234,188,133,245,153
P62907,5201,11053,5154,6501,9561,6467,7692,8012,4079,13696,4427
P62914,8940,14366,7919,7107,15276,10331,12409,13045,7245,32969,6216
P62958,396,924,384,686,476,295,577,659,290,456,328
P62972,15,15,6,20,31,7,15,9,6,33,32
P62994,2803,3801,1878,3480,3776,2046,3093,2369,1225,2605,2110
P62997,595,861,538,800,771,407,549,501,247,343,534
P63018,773,1379,714,1042,924,652,858,915,541,677,544
P63076,1,1,6,10,13,6,9,5,44,1,2
P63079,113,106,73,130,109,45,92,43,15,33,97
P63100,91,105,103,271,81,91,166,159,139,364,74
P63138,5,1,0,4,0,2,1,0,0,8,9
P63142,29,42,50,22,69,19,25,27,0,11,26
P63172,439,550,163,480,402,252,829,334,231,426,237
P63245,11337,18098,10069,11910,17279,13178,19902,18068,9384,31678,8334
P63253,464,510,205,653,709,334,422,243,188,461,438
P63255,98,156,90,76,117,67,152,234,34,54,67
P63329,1088,1212,580,878,131,59,1023,645,504,647,117
P67999,51,24,5,139,85,27,45,21,95,96,17
P68037,149,119,121,499,245,190,219,165,244,534,183
P68250,454,1672,811,1702,1870,1033,532,1069,1045,1399,827
P68372,620,1836,855,808,1002,1117,1458,1727,636,1563,819
P68827,157,157,76,283,185,102,186,30,65,100,134
P68907,8,17,19,33,41,20,17,16,15,32,24
P69200,6,0,0,9,21,9,2,0,0,12,9
P69478,0,2,0,10,0,0,0,4,4,0,0
P69526,6,18,11,17,24,11,24,35,63,10,19
P69527,20,24,7,54,36,15,15,5,16,44,20
P69849,291,278,203,345,290,194,232,177,73,107,221
P70010,504,1253,423,649,545,674,929,820,445,835,358
P70011,72,62,51,73,82,35,34,39,3,1,86
P70032,0,0,0,8,6,2,7,0,0,0,1
P70085,71,118,54,159,120,50,82,56,53,79,87
P70097,657,851,374,548,978,853,1051,1190,585,913,701
P70110,97,119,101,123,235,156,111,63,99,138,134
P70168,11,1,0,41,9,1,5,7,6,4,20
P70180,0,0,0,6,2,0,0,0,2,9,0
P70191,268,237,221,377,443,193,306,377,255,314,225
P70196,308,430,280,799,332,269,431,718,231,255,214
P70206,162,132,86,445,185,116,106,62,72,150,163
P70211,24,5,0,13,7,1,31,0,2,5,4
P70259,2,1,12,20,5,1,9,6,17,28,6
P70336,889,818,530,1591,1448,651,963,559,590,1096,861
P70353,8,19,18,50,28,34,20,63,19,59,32
P70388,20,19,3,32,32,11,18,5,0,0,14
P70398,6,9,3,45,31,15,29,5,4,9,11
P70403,33,23,15,28,62,32,47,8,9,27,26
P70412,329,228,215,237,321,135,173,144,13,34,145
P70414,0,1,2,1,0,2,2,0,1,2,0
P70423,0,0,3,2,3,2,3,1,2,4,0
P70425,114,177,94,179,169,75,111,120,9,52,127
P70426,45,17,12,137,26,16,9,9,0,76,27
P70428,11,14,7,119,28,45,29,5,13,29,38
P70445,725,2064,820,1375,1487,1341,2720,2703,1681,2366,1002
P70473,489,596,438,845,906,501,923,689,587,969,474
P70490,43,45,32,123,73,39,68,36,67,105,61
P70496,0,7,0,9,1,3,1,0,4,8,3
P70501,2814,2570,2255,2921,2995,1079,2228,1418,160,297,2182
P70541,10,16,0,19,5,9,24,11,0,8,8
P70545,7,0,0,3,4,14,0,0,0,0,0
P70550,112,108,81,353,104,81,123,118,168,242,114
P70562,70,148,67,125,84,89,88,80,29,141,78
P70569,1,1,3,18,19,7,3,0,6,37,6
P70584,217,189,66,549,250,116,270,151,60,183,120
P70610,122,213,106,441,151,120,172,121,63,210,141
P70618,6,23,9,38,40,20,22,29,18,52,21
P70627,1908,2365,1537,3326,2958,1614,1581,1339,952,2603,1508
P70677,0,0,70,140,0,0,0,58,10,0,0
P70684,39,102,107,73,116,50,55,42,1,28,86
P70697,205,202,155,253,264,112,162,111,0,68,117
P70699,70,66,23,179,100,49,84,41,32,77,70
P70701,27,2,48,96,96,34,15,6,12,72,56
P70704,37,29,4,110,57,20,31,12,13,65,19
P71079,11,23,21,71,87,31,132,6,65,129,15
P72745,2485,4189,1927,2319,2688,2572,2808,2242,1537,2346,1975
P74148,335,381,140,230,400,466,1150,762,805,834,363
P74308,250,247,153,194,125,85,166,150,105,149,101
P74334,611,267,277,1135,625,533,1441,571,978,1026,476
P74897,564,965,395,691,500,618,937,1068,450,372,480
P75063,71,65,55,95,72,40,38,38,56,50,39
P75863,0,0,0,4,0,0,0,0,0,5,0
P77234,0,2,0,1,0,2,0,1,0,1,0
P77475,1143,266,1261,3032,1849,1772,3708,3741,2970,5739,1645
P78316,250,233,97,300,288,138,208,173,71,135,107
P78317,197,291,156,417,250,211,298,238,294,196,163
P78318,143,115,18,67,124,5,120,116,0,95,42
P78348,0,0,0,2,0,0,0,0,0,0,0
P78357,0,5,0,0,0,2,0,0,0,0,0
P78364,194,547,214,264,286,311,133,164,38,152,242
P78381,1,1,0,5,0,1,0,0,1,3,0
P78412,125,95,30,76,87,47,87,2,1,22,55
P78417,72,118,195,234,109,62,8,56,10,6,138
P78504,0,0,0,95,0,0,40,0,0,0,0
P78527,0,1,0,3,0,0,3,0,0,0,0
P78921,1,2,0,4,6,3,5,0,1,1,5
P79100,275,135,273,534,723,258,147,140,8,91,357
P79101,94,227,114,279,112,195,68,63,78,257,131
P79102,34,17,6,76,1,10,17,17,3,50,34
P79110,60,17,17,144,87,49,180,51,296,165,69
P79113,1,0,4,2,6,4,1,1,11,0,0
P79114,83,108,74,139,200,96,143,79,54,86,109
P79126,76,99,97,224,132,78,77,81,31,94,79
P79134,34,27,23,94,29,67,75,38,12,8,44
P79145,456,326,433,1052,520,338,409,427,916,254,357
P79150,54,119,98,84,120,60,317,170,397,78,85
P79152,4,0,2,25,22,0,19,46,5,12,17
P79217,1,2,0,0,3,2,2,9,0,3,0
P79218,65,138,71,234,118,65,127,65,109,132,106
P79303,4,13,5,21,12,9,6,4,5,10,18
P79334,1354,1561,923,2098,1528,922,1137,806,687,1247,985
P79384,442,366,183,496,443,351,497,391,370,222,368
P79385,0,1,0,20,1,3,7,0,8,13,7
P79401,13,0,0,7,10,0,13,11,10,17,5
P79403,25,21,12,106,46,14,25,14,67,12,21
P79457,0,1,0,4,1,0,0,2,5,0,5
P79733,774,526,578,910,916,654,698,489,216,1010,515
P79766,3,0,0,2,0,0,4,0,0,4,0
P79769,169,123,139,248,242,148,164,125,29,73,147
P79781,8321,14936,7423,8028,12587,8299,11139,12002,6564,20404,4968
P79782,28,66,22,23,25,34,30,15,8,29,24
P79888,490,781,301,657,548,285,471,293,99,353,354
P79937,7,12,10,19,34,13,13,17,7,12,12
P79942,0,0,1,1,0,0,0,0,4,1,0
P79943,0,20,0,30,0,6,0,0,0,57,0
P79955,135,73,58,193,121,41,165,30,9,49,79
P80009,5,5,10,14,1,5,1,8,8,2,2
P80012,0,0,0,5,1,0,0,0,0,7,0
P80108,0,0,0,2,0,0,0,0,0,0,2
P80109,2,4,0,13,0,13,1,0,0,10,2
P80147,282,390,230,523,366,233,414,240,223,225,236
P80204,161,137,76,197,166,89,129,70,134,178,82
P80227,183,167,198,192,106,98,176,129,38,79,111
P80311,255,790,182,318,371,209,515,302,237,302,179
P80316,0,4,0,8,9,4,0,0,0,1,7
P80317,3,12,0,17,10,6,11,6,24,0,3
P80457,276,331,100,374,406,115,176,74,56,234,144
P80467,136,213,215,241,136,87,184,291,69,96,86
P81019,131,97,1532,700,70,470,14,40,212,183,355
P81069,12,11,7,39,33,12,18,17,32,17,13
P81117,710,1276,450,1341,973,636,950,503,708,804,614
P81127,95,240,112,250,228,112,92,163,48,110,132
P81139,98,147,52,127,106,70,55,40,66,101,107
P81178,2607,3499,2025,4559,2286,2114,2914,2475,2215,3296,1712
P81192,42,17,13,36,21,17,12,0,0,6,21
P81274,695,872,490,1269,1201,674,1210,629,586,1054,745
P81282,2,0,0,0,0,0,0,0,1,0,7
P81429,0,0,0,2,0,0,8,0,0,0,1
P81439,726,696,275,800,906,550,1345,386,297,874,794
P81601,18,8,8,36,26,10,61,48,27,48,13
P81628,11,28,4,43,25,14,18,21,9,12,10
P81902,373,460,297,1029,748,314,489,254,794,584,371
P81908,0,2,3,2,0,0,0,0,0,0,0
P82013,887,1694,909,1629,1611,1043,2696,1564,1337,2126,739
P82094,48,41,8,137,96,51,37,25,52,101,29
P82147,8,5,11,17,5,5,3,39,12,24,2
P82198,659,799,335,1077,773,722,1170,584,632,1080,627
P82251,340,259,176,518,279,182,268,155,107,286,209
P82264,456,91,142,326,194,83,949,244,306,237,123
P82343,12,22,18,41,3,1,1,6,0,0,8
P82450,5,0,0,11,8,4,4,1,12,20,5
P82471,178,253,172,746,331,200,197,246,297,719,197
P82649,129,115,97,134,90,70,138,107,81,64,56
P82650,0,1,0,4,9,3,5,0,0,0,0
P82808,1274,2222,966,2078,1783,1152,1017,1243,591,1072,1286
P82928,24,15,16,14,30,20,25,15,14,9,7
P82931,193,275,130,182,255,155,215,147,84,197,97
P82933,277,364,255,295,358,180,307,246,47,95,180
P82968,1527,1540,763,2064,1865,1049,2561,839,2469,1308,887
P82987,1,0,0,0,7,0,0,0,0,2,0
P83038,278,232,134,583,454,319,379,319,253,634,226
P83088,2,7,0,9,1,1,0,0,0,0,4
P83095,109,59,46,128,119,49,70,26,17,50,63
P83205,4,0,6,148,34,115,1141,133,518,490,37
P83299,3193,2808,1884,1284,2525,1342,1758,764,431,576,1025
P83436,20,12,9,37,22,5,22,11,3,10,17
P83456,443,28,54,226,306,140,128,54,27,123,171
P83510,259,135,106,334,165,110,465,110,179,393,177
P83626,0,0,0,0,0,5,0,0,0,0,1
P83851,23,55,44,48,79,20,42,47,22,43,25
P83852,224,397,290,520,393,295,239,427,401,853,239
P83858,1080,976,509,694,612,243,151,96,50,202,293
P83863,0,0,0,7,3,0,0,0,0,0,0
P83877,327,578,243,371,509,321,430,370,166,655,256
P83941,751,1219,598,1118,959,829,1111,1068,776,1420,719
P84023,65,59,26,165,105,78,69,44,114,331,66
P84039,26,24,18,48,21,23,33,9,25,70,31
P84089,344,621,252,550,334,235,421,317,237,361,215
P84173,555,760,301,853,579,584,914,439,638,610,391
P84175,16827,21161,14974,15029,37580,21161,23288,22084,11060,44730,12099
P84239,14,20,10,30,23,32,30,19,6,26,6
P84808,3,4,0,12,1,0,1,0,0,0,12
P84817,114,288,210,233,157,222,111,175,222,419,180
P84875,22,97,32,56,20,5,11,81,2,9,2
P85037,88,80,65,155,143,85,156,141,109,246,78
P85108,86,96,85,113,110,105,131,80,52,191,72
P85118,1559,1376,847,3561,3707,4627,5145,2919,4721,4253,4025
P85299,49,84,25,77,86,40,78,61,37,74,32
P85857,149,134,91,304,117,110,121,18,146,123,83
P85973,1,0,1,11,0,1,0,0,0,1,0
P86177,7,35,15,2,8,16,4,11,17,3,12
P86179,247,90,104,120,312,165,231,64,46,159,163
P86197,120,160,87,183,103,96,200,78,51,153,92
P86397,12,17,14,30,9,41,5,12,11,34,17
