Entry,oann_c1,oann_c2,oann_c3,oann_c6,oann_c7,oann_c8,oann_d1,oann_d3,oann_d6,oann_d7,oann_d8
P31948,0,1,1,7,8,1,0,0,0,0,7
P32018,1490,464,253,1971,911,579,576,114,279,345,658
P32120,447,1095,563,639,692,590,350,500,221,463,626
P32242,40,428,163,450,247,153,150,263,476,119,172
P32297,85,88,28,96,61,58,54,19,9,43,100
P32304,95,24,51,108,48,36,18,50,0,21,33
P32320,25,23,0,25,13,5,33,11,6,7,14
P32456,70,189,39,103,101,50,54,39,3,50,78
P32551,23,12,3,22,12,8,27,4,15,19,13
P32577,0,1,2,8,4,3,6,0,0,0,0
P32674,1702,1430,2726,1692,1478,1070,1631,1974,208,680,1042
P32780,253,273,109,365,329,225,276,79,93,198,194
P32929,51,118,38,93,39,17,114,53,50,161,30
P33005,113,198,67,432,479,83,70,42,64,297,119
P33097,17,18,14,48,21,6,28,13,34,31,14
P33121,2,0,5,3,4,0,7,0,0,3,3
P33145,0,1,0,2,0,3,0,1,3,7,0
P33173,4,7,2,10,2,7,5,5,7,4,6
P33205,1,0,0,4,12,0,2,0,3,0,1
P33277,24,3,12,54,24,15,17,5,14,10,17
P33450,7,13,3,16,15,1,17,6,29,14,6
P33527,1,2,0,10,0,3,1,1,5,12,2
P33534,103,56,50,49,41,30,62,13,6,41,36
P33610,263,495,327,329,209,199,349,213,77,71,212
P33611,84,92,97,194,137,73,85,63,58,108,95
P33730,5,0,0,0,0,0,3,0,0,0,0
P33731,440,805,486,712,642,412,850,938,391,395,437
P33908,0,0,0,0,0,0,2,0,0,0,0
P33947,794,1437,467,1365,1256,718,792,452,782,1711,584
P33992,0,0,0,0,0,0,0,0,0,0,3
P34022,329,279,182,618,501,335,368,160,408,410,276
P34118,6,15,9,54,39,32,12,23,27,13,33
P34121,528,712,308,775,606,367,623,400,237,502,356
P34139,0,31,0,8,23,26,0,0,30,45,18
P34147,360,448,312,617,491,285,385,374,418,401,272
P34275,275,512,266,528,194,284,234,301,349,410,244
P34284,0,0,0,0,3,1,0,0,0,0,0
P34299,17,4,0,31,19,3,3,1,8,25,9
P34473,26,39,12,61,21,27,43,23,33,55,13
P34528,25,25,16,38,25,4,38,32,13,14,12
P34529,6,2,0,16,0,0,1,0,0,1,5
P34545,9,0,23,73,31,33,71,20,136,18,28
P34579,6,6,0,2,2,0,3,0,5,7,3
P34586,341,96,251,206,260,151,190,151,80,199,186
P34611,12,19,4,28,14,7,3,0,0,15,6
P34618,0,0,0,8,5,6,1,1,0,0,7
P34631,10,25,13,76,10,6,11,22,13,60,20
P34694,9,3,2,19,43,0,14,9,6,55,12
P34729,355,770,624,516,498,441,397,731,268,389,333
P34730,792,2302,1001,1317,1178,1077,799,865,412,2176,759
P34737,8582,17355,10886,9254,15531,11029,14370,20476,8420,34543,6891
P34743,842,1247,808,1381,1335,894,1955,1919,2623,1026,938
P34761,159,179,89,256,245,91,113,88,7,130,109
P34885,567,591,461,1029,908,566,727,586,452,796,498
P34897,362,363,50,564,139,118,206,157,154,170,90
P34971,1,0,0,0,0,0,0,10,0,0,0
P34992,163,104,87,34,61,57,93,184,65,48,26
P35031,35,18,18,37,39,0,1,0,0,5,8
P35033,18,296,163,13,91,47,113,169,116,59,32
P35036,0,0,0,0,2,0,19,1,0,0,0
P35061,307,286,150,310,474,242,476,209,68,400,265
P35067,0,0,0,0,0,7,0,0,0,0,4
P35072,5,1,0,16,3,1,2,0,2,13,6
P35129,9,4,25,35,11,0,4,1,12,34,8
P35220,0,5,10,8,5,6,9,0,0,11,5
P35224,1236,1628,1077,3532,2168,1606,1384,1287,1818,2949,1307
P35227,1,0,0,0,0,2,3,0,0,0,1
P35248,11,0,1,16,0,0,5,6,15,0,0
P35251,16,6,34,54,62,60,33,4,9,10,54
P35280,141,158,75,344,136,90,141,133,210,326,68
P35282,159,221,138,254,302,193,167,187,93,367,182
P35285,69,80,47,108,63,31,63,36,39,121,31
P35286,715,1098,605,1164,1046,559,841,641,504,725,733
P35346,57,49,37,59,87,34,41,12,3,36,35
P35348,13,39,11,35,28,12,20,24,14,24,24
P35368,42,59,5,7,9,7,46,15,2,18,20
P35371,1,0,0,7,4,0,1,7,0,6,0
P35384,78,185,103,196,175,98,134,145,165,160,110
P35404,0,0,0,3,0,0,2,0,0,0,0
P35406,0,10,6,11,7,6,0,5,0,5,10
P35409,36,19,10,57,25,16,43,2,25,25,27
P35421,1,0,0,3,0,3,0,0,0,6,0
P35433,44,37,23,75,41,52,48,22,31,101,39
P35438,2,3,2,6,6,5,18,10,0,0,6
P35439,32,16,6,76,26,8,13,3,24,81,16
P35440,4,3,2,0,15,10,2,0,0,11,8
P35442,3,5,5,6,0,5,0,0,0,0,7
P35443,224,367,191,422,399,196,398,167,149,229,270
P35444,0,0,0,0,5,0,20,0,10,0,5
P35458,33,12,2,40,37,27,41,8,17,57,20
P35465,646,704,345,960,753,539,704,446,389,507,425
P35492,25,21,17,61,76,19,148,39,94,36,33
P35500,2,0,0,0,0,0,2,0,5,0,0
P35520,93,13,22,239,228,22,85,58,99,242,55
P35525,1120,502,320,1789,1190,614,1369,679,1363,1623,500
P35546,999,2152,602,1462,1334,584,883,525,140,493,898
P35551,0,1,0,1,0,0,0,0,0,0,0
P35555,1,0,0,1,0,0,3,0,5,0,0
P35556,22,2,24,19,72,26,10,3,9,25,49
P35559,0,0,0,1,0,0,0,0,0,0,3
P35564,308,379,95,692,318,118,298,140,107,648,195
P35573,0,2,1,0,0,2,0,0,1,0,0
P35574,256,477,138,482,491,243,197,94,120,373,230
P35590,5,0,0,24,5,0,0,0,0,0,8
P35601,16,3,0,11,10,4,5,0,0,3,5
P35604,489,789,509,679,788,600,630,598,524,720,471
P35610,182,192,153,726,423,221,307,475,261,434,300
P35611,126,230,137,277,148,81,137,330,62,371,106
P35658,383,721,358,814,638,415,403,448,264,337,403
P35659,255,267,344,377,294,191,186,157,50,132,186
P35666,5,1,2,3,10,3,6,1,0,6,4
P35668,95,342,138,167,204,34,78,121,0,107,89
P35670,265,761,78,951,516,293,530,155,509,744,302
P35689,4,2,2,16,29,6,0,3,3,21,4
P35738,258,186,158,363,517,171,354,167,95,126,317
P35761,58,36,24,107,51,20,66,23,3,42,20
P35789,713,902,608,1150,1597,597,1102,882,557,773,665
P35790,62,56,36,139,99,53,119,43,56,125,55
P35869,3,7,5,30,5,1,15,13,40,43,10
P35915,172,149,58,306,394,117,89,47,19,89,300
P35916,19,0,2,46,5,1,20,5,17,4,14
P35953,15,6,41,79,55,53,24,58,81,142,101
P36021,0,0,0,2,0,0,0,0,0,4,0
P36189,0,0,0,0,0,0,2,0,11,0,2
P36222,10,1,1,2,3,5,12,0,4,2,4
P36241,12799,26880,16306,13790,20513,18771,22674,33515,12983,29668,11245
P36335,0,0,6,3,3,19,40,0,405,13,16
P36366,59,75,47,73,75,45,61,40,17,25,58
P36404,176,208,157,206,302,159,243,151,73,87,129
P36406,47,233,62,98,173,40,92,126,16,63,91
P36425,780,755,586,845,880,606,1190,910,716,1212,460
P36508,130,211,107,216,169,90,140,100,60,61,129
P36513,0,1,0,4,2,4,0,0,0,0,3
P36514,106,126,145,245,179,132,112,44,112,144,165
P36544,404,493,354,1051,631,344,498,439,206,267,389
P36605,7,5,5,9,8,4,12,4,1,12,1
P36633,410,969,255,295,297,207,228,122,38,154,192
P36871,13,7,1,21,18,13,9,8,7,14,10
P36876,779,1012,770,1773,1253,988,832,708,1002,1365,784
P36888,339,437,64,462,368,142,290,17,34,297,322
P36916,29,22,2,8,52,0,26,23,0,0,0
P36956,85,41,33,221,94,42,61,70,116,210,51
P36993,70,66,40,131,92,24,94,48,61,76,33
P37088,5,0,0,21,7,9,23,2,33,10,15
P37137,0,0,0,0,0,0,0,0,0,0,0
P37193,252,259,161,430,338,292,289,279,115,377,209
P37198,196,389,209,285,289,228,261,257,220,169,208
P37235,80,136,80,137,112,82,69,44,26,74,43
P37276,893,1759,1073,1021,1322,797,938,887,558,343,794
P37287,95,100,57,154,101,38,69,70,33,50,87
P37397,268,121,227,286,156,124,67,94,54,45,96
P37967,78,96,52,76,143,88,66,64,35,129,82
P38024,276,311,117,572,251,195,563,161,151,276,183
P38117,1539,1969,1108,1616,2046,1437,3360,2306,1105,2927,963
P38166,95,158,95,142,149,68,93,135,23,67,96
P38278,6,14,12,16,9,4,7,5,2,9,9
P38446,69,62,6,105,102,46,65,1,17,38,92
P38487,40,53,54,43,86,40,17,7,6,9,73
P38532,801,904,292,3577,1344,482,773,500,311,1076,467
P38571,759,346,320,1084,1084,539,921,368,397,1160,457
P38630,6,2,0,11,5,2,6,0,1,8,3
P38646,2,5,10,6,4,4,11,0,15,8,4
P38657,0,3,7,8,0,0,7,10,0,4,0
P38865,24,3,0,15,25,1,5,12,55,18,12
P38919,627,733,523,1072,745,488,1168,964,594,1069,364
P38942,702,314,233,446,823,694,1083,1108,364,657,756
P39023,17798,22411,14934,15944,25898,17666,25925,24323,9995,40445,11441
P39057,0,0,0,1,2,5,4,3,0,39,2
P39059,26,23,11,98,29,40,5,8,3,23,22
P39109,0,0,0,2,0,0,0,0,2,4,2
P39428,110,136,102,122,48,34,42,23,0,22,46
P39429,50,117,112,108,142,82,64,202,34,88,116
P39598,1006,977,393,1187,1317,937,792,403,459,1667,815
P39769,20,19,15,48,0,0,0,18,0,0,0
P39921,31,27,24,28,101,80,199,86,143,30,55
P39949,288,207,283,268,301,176,117,92,45,101,205
P39963,57,86,58,158,89,52,81,47,3,52,36
P40123,1326,2095,1217,1877,1513,1169,1972,1944,1036,1808,1212
P40313,32,3,1,21,102,92,324,10,551,65,71
P40392,269,386,170,420,337,259,222,260,73,389,172
P40483,25,18,7,42,35,18,40,5,0,5,29
P40501,158,170,150,165,307,113,142,148,293,126,216
P40557,0,0,0,0,0,0,0,0,0,6,5
P40692,5,2,0,10,3,0,0,3,0,0,1
P40748,17,19,12,26,25,8,9,9,6,25,17
P40757,17,3,9,30,15,5,6,0,5,8,4
P40818,8,15,15,88,33,22,25,45,44,73,22
P40826,165,272,158,252,289,161,299,185,116,127,159
P40855,56,95,43,128,82,77,119,49,75,100,52
P40879,55,624,5,270,114,76,46,21,127,49,66
P40893,79,149,55,162,145,54,68,50,42,86,42
P40925,1350,1940,854,1264,1966,1988,2858,3740,1849,2027,1481
P40939,128,91,55,252,154,138,173,84,77,146,147
P40946,20,20,5,163,68,30,9,1,2,37,33
P40983,2,5,5,19,7,0,0,4,2,2,1
P41044,54,64,19,78,79,24,64,53,10,58,43
P41105,4,19,14,27,9,4,11,16,5,11,17
P41110,606,837,408,673,700,351,711,573,397,231,423
P41111,14,17,2,16,21,15,7,25,12,26,7
P41137,134,95,126,105,224,114,115,88,77,51,109
P41180,5,13,22,32,15,12,0,28,5,24,1
P41224,61,208,65,81,49,67,60,38,26,36,29
P41233,759,452,201,1692,1085,342,681,311,594,1402,520
P41234,0,1,0,0,1,0,1,0,8,5,1
P41239,126,132,120,215,205,112,95,112,104,246,121
P41245,0,0,0,1,3,0,0,0,0,5,0
P41246,0,0,0,0,4,7,1,0,0,0,0
P41247,37,77,33,36,25,31,27,38,7,16,23
P41250,172,410,214,485,364,342,298,248,191,255,285
P41252,328,592,261,461,398,266,308,288,195,308,263
P41439,638,1671,370,1348,563,771,584,169,152,886,573
P41541,2,1,0,1,0,0,0,8,0,0,0
P41563,115,112,90,193,142,124,100,77,41,177,153
P41565,190,324,157,223,189,123,252,143,69,169,101
P41594,3,0,0,0,0,0,2,0,0,0,0
P41596,0,0,0,4,0,0,2,0,0,0,0
P41636,78,76,68,158,149,57,215,157,16,133,78
P41731,3669,10392,3093,7289,5564,3483,4188,4441,3834,4964,3153
P41743,556,652,559,788,893,386,486,472,257,690,464
P41778,322,493,362,655,1155,510,277,612,286,638,585
P41825,66,62,38,117,38,34,64,46,46,26,40
P41937,30,58,29,79,68,54,41,50,4,42,80
P41962,367,146,218,239,166,127,67,53,57,100,80
P41963,313,246,247,732,440,345,551,336,391,276,270
P41969,259,473,381,964,464,685,803,1789,1564,1024,511
P41971,291,950,257,1345,591,465,1099,1725,905,641,421
P42025,83,46,44,255,238,87,101,48,0,13,29
P42026,482,962,283,777,493,357,742,522,343,628,350
P42124,162,240,124,266,239,117,137,119,28,51,168
P42173,252,242,69,242,316,115,321,72,34,109,189
P42207,2,6,3,15,20,3,6,5,4,6,3
P42262,6,15,12,21,6,18,16,0,0,15,8
P42285,0,2,4,11,15,4,10,15,3,0,5
P42297,1125,1211,871,1415,1763,1461,1484,1308,904,2219,1240
P42325,718,1355,562,1198,797,666,991,856,547,717,626
P42345,784,1071,432,1074,937,453,864,488,247,454,548
P42346,2,10,0,12,13,4,6,0,6,9,8
P42356,380,516,323,774,565,185,478,470,148,313,333
P42530,7,8,5,21,10,6,7,0,1,2,7
P42556,1,0,0,0,2,0,0,2,0,0,0
P42568,0,0,0,7,7,2,3,14,25,16,5
P42577,42277,37932,36407,45417,58837,58102,65346,52600,49435,93612,39575
P42580,33,118,24,42,45,41,19,20,4,17,26
P42587,10,2,0,2,83,0,21,41,20,0,8
P42620,733,966,493,1579,690,548,618,401,768,840,505
P42664,804,1466,441,725,768,498,894,455,500,718,400
P42674,16,43,28,84,43,2,65,13,78,5,33
P42678,607,1049,326,992,732,554,847,718,895,786,409
P42686,0,0,0,0,7,0,0,0,0,0,0
P42690,295,300,332,188,775,346,237,395,5,401,492
P42694,14,1,0,26,6,6,0,0,3,14,8
P42700,665,1084,481,989,761,436,595,575,274,675,413
P42704,3,3,4,2,1,0,1,0,3,0,0
P42768,638,1005,583,914,871,628,897,808,516,893,435
P42859,427,583,339,701,699,293,371,299,70,284,409
P42893,722,2319,188,1708,1165,651,846,715,575,1013,706
P42898,53,26,13,69,126,53,30,19,17,61,81
P42942,63,71,28,39,21,11,44,33,15,1,21
P43006,29,23,15,113,76,19,56,23,44,101,33
P43065,15,7,0,32,13,4,18,1,13,17,4
P43090,2830,912,1069,6719,1607,1136,2456,1482,1980,3725,1293
P43125,133,129,83,267,184,126,167,114,127,93,99
P43140,177,189,154,408,199,108,214,138,52,119,142
P43141,129,143,44,179,152,94,195,56,142,71,116
P43233,1,8,21,14,5,7,11,0,11,0,5
P43234,354,524,286,314,388,253,295,335,73,403,233
P43247,205,273,199,436,287,204,150,87,18,106,168
P43249,50,36,17,112,93,39,45,36,35,130,44
P43250,5,5,0,0,0,0,5,5,15,7,3
P43304,0,0,0,0,3,0,0,0,0,0,0
P43378,131,88,62,251,157,79,104,15,18,149,74
P43387,111,302,133,255,148,112,169,344,132,208,122
P43404,40,30,28,98,62,31,35,39,39,84,32
P43487,12,20,1,7,84,22,4,0,0,4,29
P43646,184,182,97,229,130,88,297,177,106,110,72
P43687,4,2,1,13,6,11,21,15,80,0,9
P43690,334,306,243,438,353,249,342,274,129,291,170
P43697,158,88,123,134,311,128,263,166,164,90,119
P43903,12,12,0,20,14,10,4,8,21,4,10
P44442,170,168,137,208,113,78,109,95,15,80,77
P44849,64,164,89,168,71,75,44,39,58,68,86
P45200,305,636,96,236,295,125,135,102,27,158,112
P45353,69,41,37,131,50,40,78,23,11,81,47
P45380,589,236,104,579,480,255,483,85,122,492,171
P45481,7,4,1,23,6,7,8,7,21,30,7
P45878,155,206,87,174,92,75,330,151,102,120,59
P45985,23,32,13,35,13,15,36,25,14,15,17
P46013,494,334,211,916,589,330,407,140,60,627,366
P46019,1080,20,5,673,474,243,908,22,195,234,314
P46020,20,10,9,43,31,13,13,31,42,108,34
P46023,323,193,299,342,249,109,256,358,53,57,194
P46063,65,78,39,229,38,22,48,16,22,6,30
P46197,0,1,0,9,0,0,0,0,0,1,0
P46198,194,343,114,279,230,120,185,156,100,111,145
P46199,39,12,20,59,83,17,39,14,24,19,24
P46209,560,825,324,639,651,493,902,760,385,658,334
P46222,1397,2298,929,1148,2666,1360,2066,2242,828,3531,956
P46266,244,417,175,506,248,203,283,280,296,772,169
P46411,5,0,0,6,0,3,2,0,0,0,0
P46416,1639,3541,1628,2971,2691,1885,1782,2367,1767,2120,1445
P46427,12,23,16,50,33,31,23,24,49,77,21
P46434,157,103,107,123,62,105,188,82,144,42,54
P46436,27,71,46,93,55,55,27,43,37,30,31
P46459,971,1007,685,1070,1237,829,1132,750,434,1275,841
P46471,476,854,317,685,683,416,683,441,356,342,584
P46527,289,311,194,422,358,171,253,137,47,214,163
P46530,0,0,0,8,5,38,0,0,0,29,47
P46718,11,12,4,3,6,4,10,3,11,20,4
P46735,130,277,125,399,398,103,126,73,100,297,194
P46782,11418,16570,10183,9349,15583,11403,17418,17884,7467,31600,6501
P46822,13,19,0,10,4,10,0,0,0,3,14
P46824,1,0,9,2,0,0,0,0,0,0,2
P46825,485,410,210,701,584,267,472,282,209,404,337
P46850,211,179,160,298,248,191,154,122,33,176,209
P46871,57,69,7,169,159,52,85,34,34,108,72
P46872,0,3,0,2,0,1,3,7,1,8,1
P46933,90,69,25,195,142,68,74,71,119,216,102
P46939,33,66,16,65,102,27,40,24,6,91,60
P46940,33,12,9,38,24,4,9,9,10,37,29
P46976,123,200,111,172,163,119,148,106,58,209,133
P47032,4,3,3,15,21,2,2,8,10,11,11
P47040,103,37,67,61,115,47,132,58,23,80,44
P47173,340,289,157,286,514,172,284,170,20,102,297
P47236,35,251,256,1921,297,331,548,535,1873,100,299
P47237,0,3,1,4,8,3,3,0,2,0,6
P47245,2,1,0,9,14,0,2,0,3,7,5
P47709,4,2,2,1,0,0,0,0,0,0,3
P47712,5,13,0,14,6,6,13,6,0,44,14
P47713,2,19,0,64,44,4,3,6,16,4,18
P47728,206,441,238,248,260,182,189,206,79,155,177
P47736,15,7,5,45,23,17,15,1,20,46,18
P47743,0,0,0,0,3,1,0,0,0,1,3
P47745,0,2,4,4,4,2,0,0,1,2,2
P47747,49,75,44,58,119,71,118,53,47,28,51
P47787,1,0,0,8,3,3,10,10,0,5,1
P47793,74,93,12,221,82,53,45,35,26,59,51
P47800,249,81,157,249,186,145,161,48,34,100,160
P47812,9,8,4,42,15,16,19,13,11,13,9
P47842,133,133,59,232,131,99,99,52,166,134,73
P47843,0,4,2,4,0,0,2,4,1,0,0
P47861,91,97,75,151,62,53,45,32,11,109,59
P47862,136,186,70,442,208,125,247,104,148,169,135
P47897,1,0,0,9,5,2,0,0,3,3,1
P47936,25,34,11,25,46,11,36,14,24,53,8
P47941,520,775,549,1235,797,595,787,772,920,1165,516
P47970,5,0,1,0,0,0,4,2,0,0,0
P47972,70,65,7,106,105,8,1194,147,605,7,38
P47990,42,290,191,661,691,284,62,96,43,415,508
P48031,173,199,79,209,250,150,220,71,267,212,94
P48040,2,4,2,0,0,0,0,0,0,0,1
P48044,127,289,144,186,200,120,219,187,94,142,148
P48052,9,4,0,4,48,16,34,4,19,17,14
P48053,45,32,35,85,51,25,47,80,36,192,33
P48056,0,3,3,4,0,0,0,0,0,0,0
P48057,15,11,3,57,31,13,10,8,22,27,13
P48147,12,16,0,32,39,15,28,14,17,13,28
P48353,0,0,3,0,0,5,3,0,0,0,2
P48380,45,51,48,114,92,34,38,78,73,61,38
P48382,4,3,2,4,14,6,5,8,5,11,10
P48416,314,654,403,698,488,450,327,314,168,480,595
P48442,70,115,38,161,115,65,71,70,56,81,75
P48501,43,55,42,64,16,38,70,54,46,51,28
P48506,278,266,158,612,404,202,168,97,199,564,212
P48508,374,909,323,571,452,265,234,191,226,235,264
P48542,11,13,5,26,9,7,21,8,5,17,8
P48547,295,302,202,463,348,158,434,227,126,209,282
P48548,11,15,8,17,17,16,13,6,0,10,10
P48553,196,221,158,437,224,146,191,171,119,89,197
P48592,52,34,29,67,47,21,44,36,1,46,33
P48601,380,603,271,444,447,291,757,357,432,469,267
P48630,8,2,10,11,3,4,0,0,1,0,1
P48634,1,13,1,25,6,6,8,9,32,35,3
P48637,6,14,0,10,42,0,0,0,0,46,5
P48728,139,141,76,120,161,95,123,52,28,92,120
P48733,0,0,0,0,0,0,3,0,0,4,0
P48740,0,10,2,13,108,27,11,18,16,25,10
P48746,1,10,4,18,11,15,11,9,9,63,5
P48765,0,0,0,4,1,2,2,0,8,3,0
P48766,275,206,102,434,390,189,292,69,38,450,182
P48774,59,102,57,56,80,41,40,39,2,15,75
P48798,38,18,34,41,32,6,38,3,17,8,34
P48818,83,51,5,280,138,63,104,28,132,71,94
P48969,413,398,234,466,569,246,107,226,66,310,240
P49001,328,399,210,403,277,226,403,255,190,121,211
P49005,114,156,83,180,177,86,146,103,17,82,97
P49013,261,385,258,374,596,176,488,427,242,300,213
P49024,2,11,0,22,20,26,12,12,91,42,5
P49135,6,11,0,19,2,16,9,8,9,15,12
P49138,30,45,22,105,28,19,57,42,135,83,37
P49145,0,1,0,7,1,4,0,0,0,0,0
P49147,0,3,0,14,15,0,2,0,2,0,1
P49165,12770,21324,12945,15104,19345,14259,18744,20193,9096,31970,9072
P49219,15,19,9,23,54,35,70,18,87,31,25
P49223,1,2,5,5,6,13,1,0,0,2,3
P49256,239,169,75,263,164,143,197,92,206,222,108
P49285,114,269,181,204,150,141,59,94,80,100,119
P49287,5,6,11,5,3,0,9,1,0,13,2
P49288,10,5,17,21,11,2,4,2,1,6,3
P49313,3399,4267,2070,6814,4601,2720,5280,2358,3284,2927,2457
P49321,114,114,68,150,139,78,198,100,95,55,68
P49336,309,844,566,762,636,390,308,364,199,309,519
P49338,286,92,87,488,273,186,190,13,94,115,141
P49355,92,84,44,152,126,94,133,114,43,133,65
P49366,0,11,0,14,4,19,9,3,2,18,3
P49382,134,194,87,83,132,114,112,111,36,77,84
P49406,43,63,9,91,39,12,138,56,56,76,31
P49419,481,176,200,725,674,257,921,380,237,638,273
P49442,20,18,15,21,19,4,11,6,6,13,4
P49446,145,90,49,378,218,121,124,59,73,412,128
P49578,0,3,2,3,0,0,0,0,0,0,0
P49579,0,4,0,5,0,0,0,0,3,0,3
P49582,45,44,32,54,88,21,22,44,31,12,64
P49596,1256,1586,866,1216,1476,984,1544,1083,557,1013,902
P49620,734,611,484,1109,1091,487,847,628,682,772,544
P49621,0,6,0,10,10,3,3,0,3,21,0
P49640,9,11,3,7,7,4,2,3,6,12,4
P49642,7,12,12,14,33,17,7,0,2,23,17
P49657,3,8,2,7,9,2,3,3,1,10,4
P49666,5217,11183,6503,5434,8568,7053,7039,10141,4084,12965,4617
P49696,2,6,1,45,19,12,9,2,25,10,11
P49706,2742,5971,5028,3793,4930,4116,8457,8927,1954,10898,2827
P49739,187,193,133,250,219,191,211,38,15,132,186
P49746,342,513,88,703,501,271,633,104,134,358,242
P49754,680,857,447,982,918,506,661,457,179,505,548
P49755,0,0,0,0,0,0,6,0,0,0,0
P49756,1133,1099,591,1606,1645,652,789,502,153,545,1163
P49790,1,0,0,6,0,0,0,3,0,0,0
P49791,299,247,166,806,400,249,286,160,174,242,269
P49792,0,0,4,26,0,0,0,5,15,0,0
P49815,435,750,260,774,658,274,395,193,116,345,358
P49819,50,39,31,102,65,46,97,14,40,68,81
P49841,620,724,529,1367,1243,729,668,661,493,905,702
P49842,57,150,63,113,100,31,77,82,43,46,44
P49888,57,0,14,8,21,0,75,23,6,0,0
P49892,3,5,6,4,3,8,13,14,8,16,6
P49907,165,58,85,101,58,19,35,30,9,6,26
P49914,51,47,22,44,55,15,30,52,3,13,24
P49915,276,631,342,380,501,331,235,450,99,407,241
P49916,1751,2072,1295,2298,2616,1009,1307,715,114,460,1767
P49951,0,1,0,7,23,9,0,0,0,51,19
P49953,83,41,11,24,109,52,39,11,1,89,80
P49961,94,571,8,89,137,147,31,15,58,31,118
P50123,244,928,167,381,267,159,149,86,30,172,165
P50128,25,7,0,33,3,17,122,48,79,0,21
P50129,23,25,10,47,66,70,64,55,62,29,33
P50131,0,1,0,9,13,0,4,0,0,2,8
P50136,234,237,227,621,425,267,322,266,234,419,262
P50151,21,24,17,29,64,21,62,24,23,40,12
P50170,55,141,48,204,288,228,374,149,604,176,206
P50211,362,322,222,230,301,197,231,226,110,229,212
P50222,4,5,0,2,6,14,31,9,1,1,5
P50281,6,12,22,27,66,25,117,23,98,9,24
P50392,9,9,4,20,26,13,32,28,149,5,13
P50396,1,13,0,21,10,10,15,28,32,19,8
P50398,181,272,109,618,234,222,237,219,270,522,181
P50406,4,3,0,3,5,5,8,12,3,0,2
P50416,368,476,229,641,664,384,456,303,253,425,379
P50426,0,0,0,1,2,2,0,0,0,0,0
P50429,138,128,62,209,176,91,363,111,97,144,153
P50430,638,1057,625,593,730,423,1127,542,314,399,534
P50464,12,24,25,30,23,23,15,25,6,25,26
P50532,217,186,137,166,189,75,165,90,17,55,152
P50533,74,93,61,148,79,39,122,31,15,35,64
P50538,13,3,7,41,26,5,38,8,88,41,10
P50544,978,1053,543,1589,1200,870,1194,767,1309,559,799
P50549,151,206,152,212,311,116,286,213,198,113,164
P50555,6,21,17,35,41,10,41,18,92,75,24
P50571,12,22,27,21,34,13,1,4,0,23,7
P50591,13,18,5,135,33,9,6,20,59,123,26
P50613,177,217,125,254,238,168,205,109,76,252,207
P50616,398,887,615,1067,972,625,854,1438,1029,539,607
P50637,799,1232,536,864,580,416,451,316,265,512,303
P50748,26,15,1,37,35,1,19,3,9,11,9
P50756,2,1,1,3,7,2,0,0,0,3,11
P50851,0,3,0,0,2,1,0,0,5,2,2
P50904,7,9,0,45,5,2,13,4,9,16,6
P51006,15,12,1,29,26,3,13,4,12,9,11
P51028,99,103,33,118,64,79,72,23,16,25,50
P51029,1381,1232,800,2176,2337,1438,893,252,663,632,1342
P51049,11,17,4,24,36,24,37,18,6,46,29
P51106,0,4,0,7,13,0,1,0,0,0,1
P51111,5,8,6,13,11,5,1,6,10,31,10
P51112,6,4,1,6,0,3,0,3,0,4,1
P51128,55,108,48,78,82,54,113,32,20,75,49
P51144,2,0,8,2,6,3,17,25,35,16,19
P51146,28,15,5,23,37,18,47,7,3,24,24
P51166,42,25,21,48,70,52,123,26,37,53,36
P51397,683,984,485,784,1054,927,1148,904,661,1454,587
P51400,47,31,17,89,61,22,26,27,17,56,27
P51464,125,12,58,497,154,70,65,154,28,76,88
P51513,2,18,4,26,27,4,13,12,12,58,11
P51532,667,774,358,1111,951,381,652,549,494,938,463
P51570,326,246,277,372,218,209,223,254,221,192,173
P51572,179,163,29,286,144,118,156,17,59,150,97
P51587,7,7,0,9,5,0,5,0,0,9,0
P51607,14,9,0,63,22,14,2,2,0,3,8
P51610,0,1,2,7,1,2,3,2,3,0,2
P51611,269,394,216,489,443,252,280,219,229,369,245
P51612,23,3,2,50,31,2,9,1,9,10,7
P51643,29,47,18,35,22,21,22,23,22,35,12
P51644,61,84,30,153,60,30,96,54,118,108,45
P51650,215,359,90,298,270,227,188,141,49,224,210
P51655,5,12,6,32,22,17,17,5,44,19,12
P51659,3,7,0,6,1,2,2,4,3,6,3
P51665,326,408,167,404,241,186,472,271,300,240,168
P51675,0,0,0,1,1,1,0,0,0,0,0
P51687,100,368,185,303,84,203,136,171,133,266,167
P51688,1045,1317,534,1545,1274,663,1172,546,436,1086,691
P51689,85,109,42,136,88,56,49,31,0,99,41
P51690,0,0,0,3,4,0,0,0,0,0,1
P51792,246,255,143,575,325,167,260,161,151,333,193
P51798,25,18,11,42,38,33,0,4,5,18,17
P51799,0,3,0,0,5,3,0,4,0,0,0
P51805,0,1,1,1,2,0,0,0,0,2,0
P51813,23,8,2,37,37,15,28,8,23,41,11
P51824,4,0,5,12,22,8,150,6,0,3,5
P51826,190,360,428,1394,711,211,137,637,527,502,449
P51840,8,9,0,29,16,5,0,0,3,0,13
P51841,0,4,0,6,3,6,9,4,2,0,3
P51875,36,33,45,41,87,49,79,63,82,21,49
P51892,35,23,21,56,55,41,13,16,3,28,25
P51901,26,117,162,199,85,47,75,342,88,4,63
