Entry,pstr_c3,pstr_c5,pstr_c7,pstr_c8,pstr_d3,pstr_d5,pstr_d7
Q3TLH4,7395,8337,4493,6380,3667,5663,5416
Q3TNH5,871,1065,593,683,759,808,1237
Q3TT38,553,633,423,721,478,795,545
Q3TTL0,439,687,431,653,442,430,183
Q3TTY0,469,1060,498,979,710,1246,722
Q3TUU5,271,278,56,50,425,238,37
Q3TVW5,540,875,355,410,737,808,557
Q3TY86,0,0,7,0,2,0,0
Q3TYX8,416,893,185,171,486,419,130
Q3TZA2,4314,3653,1726,3863,1812,3033,1732
Q3U0J8,269,304,246,128,219,340,628
Q3U3T8,546,940,317,1007,383,929,1454
Q3U435,0,65,135,332,127,20,148
Q3U4G3,95,127,22,86,46,63,4
Q3UDE2,6,1,0,5,1,0,0
Q3UDW8,248,429,266,241,398,422,152
Q3UFB2,341,204,134,244,279,213,150
Q3UFF7,6,27,7,13,8,16,0
Q3UG20,71,64,17,20,26,45,33
Q3UGF1,822,507,325,405,1012,474,383
Q3UHD6,1268,2053,931,1413,1407,1479,386
Q3UHE1,844,608,423,650,615,651,1186
Q3UIR3,561,477,244,488,310,549,300
Q3UJD6,12,3,4,0,0,9,16
Q3UK78,0,16,12,0,7,0,0
Q3UKC1,9,5,15,0,9,12,0
Q3UKU1,455,729,341,620,574,548,480
Q3ULD5,2510,2086,519,942,1140,851,381
Q3UM45,558,337,211,190,362,301,57
Q3UME2,8,10,20,14,14,4,5
Q3UMM4,79,138,98,47,104,70,11
Q3UMR0,1950,2748,1305,1845,1710,1852,682
Q3UMT1,436,2724,747,842,562,417,1023
Q3UNX5,150,438,225,380,289,286,25
Q3UPH1,1292,1352,804,1253,946,1253,874
Q3UPY5,0,14,0,3,2,10,5
Q3UQ28,173865,11483,7915,27382,15707,40623,104771
Q3UR85,18,42,10,42,4,23,11
Q3UR97,15,51,19,65,30,40,1
Q3URF8,0,120,0,7,0,33,0
Q3USF0,804,1085,1038,1531,786,787,945
Q3USZ8,81,322,109,170,134,146,222
Q3UV71,298,387,146,284,403,549,53
Q3UVG3,1,0,6,0,0,0,4
Q3UVV9,254,300,190,218,385,375,300
Q3UWM4,5,3,2,0,7,13,7
Q3UYK3,0,0,0,0,0,1,0
Q3UZ01,162,237,130,253,192,210,48
Q3UZ18,465,395,146,258,604,392,273
Q3UZD5,773,1396,599,833,995,1396,308
Q3V050,1921,521,1108,1065,1536,543,718
Q3V080,552,652,210,817,510,370,47
Q3V096,386,503,298,365,359,417,201
Q3V0J4,172,191,95,104,273,192,246
Q3V0Q1,13,10,4,3,6,22,8
Q3V1V3,100,134,88,131,154,124,42
Q3V2A7,2,0,0,8,0,0,0
Q3V2K1,380,478,488,265,637,627,407
Q3V6T2,11,9,0,4,1,0,0
Q3YBR2,526,782,380,606,492,495,280
Q3YEC7,642,1324,428,743,835,948,341
Q3YK19,227,324,118,257,200,163,23
Q3YLA6,1,0,0,0,1,0,1
Q3ZBF3,59,117,79,125,110,101,26
Q3ZBG6,174,287,131,160,280,158,208
Q3ZBH0,446,1675,1179,1627,544,1104,464
Q3ZBH9,632,464,417,825,864,374,69
Q3ZBK2,735,701,375,716,585,538,94
Q3ZBL1,1278,2224,1407,1974,1678,2247,1096
Q3ZBL4,581,765,710,927,832,774,492
Q3ZBL5,97,236,92,188,153,151,75
Q3ZBL9,149,242,146,169,104,129,33
Q3ZBT5,202,140,91,66,103,144,135
Q3ZBU2,9,0,3,0,2,0,0
Q3ZBV8,1876,2747,1544,1977,1932,2196,1313
Q3ZBY3,612,665,520,467,880,790,186
Q3ZBY7,491,878,291,799,403,289,167
Q3ZC48,6,34,15,6,12,13,35
Q3ZCC3,11526,6918,2987,6548,7379,5944,2456
Q3ZCC9,1388,1546,1199,1591,1436,1707,1631
Q3ZCD7,210,298,147,439,234,244,67
Q3ZCF0,234,982,251,578,170,793,127
Q3ZCF5,2861,1664,1989,541,1008,1539,932
Q3ZCH0,1485,2634,1288,1688,1672,1675,926
Q3ZM03,0,0,0,0,7,0,0
Q3ZT31,2,0,9,0,1,12,2
Q40296,5,0,10,9,1,3,0
Q40297,12,0,73,41,5,0,5
Q402B2,80,97,44,109,63,91,31
Q402E1,0,0,0,0,0,0,0
Q40300,1548,1296,3664,1512,1339,365,161
Q40301,6,4,33,13,11,0,0
Q40680,0,0,0,0,0,5,0
Q40784,605,631,393,769,634,519,223
Q41093,0,0,0,0,0,0,0
Q41094,5,0,4,0,0,0,0
Q41365,0,0,0,0,0,0,0
Q41406,56,75,117,40,21,9,6
Q42112,0,0,0,0,1,0,0
Q42262,0,0,1,0,0,0,0
Q42290,0,0,0,0,0,21,0
Q42340,0,0,0,0,0,0,0
Q42342,0,0,0,2,0,0,0
Q42351,0,0,0,0,0,0,0
Q42395,0,0,0,0,0,0,0
Q42438,0,0,0,0,0,26,0
Q42496,0,0,0,0,0,4,0
Q42539,0,0,0,0,0,6,0
Q42592,0,0,0,0,0,1,0
Q42675,0,0,0,0,0,0,0
Q42677,0,0,0,0,0,16,0
Q42684,0,0,0,0,6,40,0
Q42690,0,0,0,0,1,51,0
Q42693,0,0,0,0,0,3,0
Q42694,0,0,0,0,0,16,0
Q42695,0,0,0,0,0,13,0
Q42736,0,0,0,0,1,71,5
Q42910,0,0,0,0,0,7,0
Q42971,0,0,0,0,0,0,0
Q42997,0,0,0,0,0,9,0
Q43083,0,0,0,0,0,20,0
Q43088,0,0,0,0,0,4,0
Q43093,0,0,0,0,0,2,0
Q43124,0,0,0,0,0,0,0
Q43157,605,501,958,489,486,93,107
Q43291,0,0,0,0,5,11,0
Q43292,0,0,0,0,7,0,0
Q43362,0,0,0,0,0,0,0
Q43433,0,0,0,0,0,0,0
Q43434,0,0,0,0,2,22,0
Q43704,0,0,0,0,0,0,0
Q43848,0,0,0,0,0,0,0
Q44470,0,4,0,0,12,189,5
Q460N3,593,1393,343,312,503,1419,404
Q464Z4,9,0,0,3,0,0,0
Q47898,296,329,151,277,433,301,118
Q496A3,12,9,9,19,12,12,0
Q496Y0,0,0,0,0,2,14,9
Q497B2,249,399,362,395,320,329,236
Q497B8,599,1070,453,540,620,676,383
Q497Q6,161,180,98,203,132,121,82
Q498F0,1146,1501,844,1269,960,1133,581
Q498G2,0,4,0,4,3,3,0
Q498J9,80,161,115,55,70,132,29
Q498K9,2499,3478,1633,2844,1994,2542,1318
Q498M4,1424,2222,1187,1769,1419,1790,340
Q498T4,219,378,160,164,177,315,116
Q498Z6,376,965,409,637,499,827,291
Q499N5,9,32,9,0,63,20,10
Q499P8,273,215,71,130,260,286,59
Q499R4,767,986,544,1119,784,821,324
Q499W2,256,192,379,442,400,221,40
Q49A88,151,220,92,164,151,171,57
Q49LS8,96,69,8,87,38,107,65
Q49W60,4,0,0,0,0,0,0
Q4AEI3,923,1608,829,844,1582,1133,703
Q4FPT7,3306,8426,1703,4899,2354,3005,1288
Q4FX73,0,0,0,0,0,0,0
Q4FZU4,57,395,110,135,115,118,157
Q4FZX0,868,865,342,722,650,725,332
Q4G056,529,488,237,227,421,429,155
Q4G0P3,19,9,14,37,0,8,0
Q4G0X4,211,267,183,220,284,275,119
Q4G0X9,503,587,311,567,412,506,387
Q4G2J4,0,0,0,2,1,59,9
Q4GX86,532,328,1269,904,676,134,58
Q4GZT3,840,998,440,821,676,743,506
Q4H2R2,0,0,0,0,3,0,0
Q4HVX7,0,0,0,0,2,0,0
Q4HX89,287,837,208,143,189,279,195
Q4I963,1958,3652,2672,2852,3231,2914,3003
Q4IBU4,0,0,0,0,0,0,0
Q4J9D2,0,15,0,0,2,0,0
Q4JIJ2,22,46,7,0,4,7,1
Q4KL91,421,774,131,291,569,507,176
Q4KLE6,735,781,832,1003,672,669,142
Q4KLN6,79,112,47,67,66,81,5
Q4KLT0,617,496,323,550,314,565,1483
Q4KLT3,602,311,207,263,613,344,266
Q4KLV1,11,4,4,5,1,12,3
Q4KM30,364,910,209,415,488,654,303
Q4KM79,1642,3296,745,924,1177,3737,1573
Q4KMC9,274,340,402,640,351,381,137
Q4KMI4,258,216,145,96,141,164,152
Q4KTD9,0,0,0,0,3,0,0
Q4KTI3,0,0,0,0,0,0,0
Q4KWL2,114,131,69,203,91,100,324
Q4LBB6,8,61,63,112,25,16,12
Q4LBB9,32,44,17,25,28,22,13
Q4LDE5,177,647,332,290,173,498,679
Q4N3P0,2,0,0,38,4,4,0
Q4N4N8,275,371,343,569,449,356,226
Q4N655,0,6,4,0,0,0,0
Q4P4C2,0,0,0,0,3,0,0
Q4P4Y2,151,195,141,190,169,164,53
Q4P580,0,0,0,0,1,0,0
Q4PBY6,0,0,0,0,0,4,0
Q4PMB3,0,0,0,0,0,0,0
Q4PZA2,19,9,0,0,9,8,15
Q4QRH7,444,581,517,858,328,496,101
Q4QRK0,1295,1432,909,1570,1605,885,748
Q4R0J7,369,631,356,515,302,297,98
Q4R3D4,8452,13517,7053,7959,5019,9462,2551
Q4R3S3,71,46,5,37,45,38,32
Q4R3Y4,876,1870,845,1134,1272,1416,191
Q4R4D3,73576,72092,53855,67384,54105,67258,20543
Q4R4J0,0,0,0,0,4,0,0
Q4R4R6,1,0,0,2,3,2,3
Q4R4T9,962,1671,720,1174,995,1255,898
Q4R502,2417,2883,1980,1919,2935,2740,1506
Q4R537,7,0,0,0,0,0,0
Q4R543,3156,4169,2488,2431,2938,4273,2434
Q4R562,1223,2537,1356,1500,1500,1494,1079
Q4R5E4,60,141,61,30,49,38,101
Q4R5J1,797,1035,834,973,835,1123,524
Q4R5P6,2244,2849,1675,2804,1824,2083,719
Q4R5T4,261,346,154,331,247,325,165
Q4R5X8,279,792,419,532,445,741,262
Q4R628,487,276,196,101,541,139,219
Q4R630,349,417,367,442,402,300,92
Q4R683,699,748,234,674,1104,495,105
Q4R6F8,0,0,3,4,0,0,0
Q4R6I5,5,9,3,7,3,7,0
Q4R6R4,2363,3509,1962,2796,2612,3059,3952
Q4R6T3,413,607,365,449,516,491,273
Q4R6W9,46,901,16,1111,72,816,3
Q4R6X9,329,319,479,403,297,62,41
Q4R707,67,200,94,118,102,124,40
Q4R747,126,269,122,152,124,190,29
Q4R7E2,391,407,192,387,322,515,128
Q4R7K1,870,1861,1183,1345,1074,1341,512
Q4R7L3,667,721,615,859,683,601,594
Q4R7R1,634,637,406,513,588,565,334
Q4R7T7,27,17,5,4,10,24,0
Q4R7U0,218,171,128,49,90,142,118
Q4R7W3,716,696,409,706,533,570,348
Q4R828,308,539,345,337,312,360,160
Q4R842,0,0,11,0,0,0,0
Q4R866,245,405,237,319,259,326,95
Q4R8E0,1309,1236,955,1291,1007,1103,735
Q4R8M9,317,315,136,152,150,300,261
Q4R8R3,533,254,64,163,411,247,56
Q4R8V8,105,183,277,254,158,158,339
Q4R8Y5,3,0,0,0,0,2,0
Q4R8Z2,0,0,0,0,0,0,0
Q4R979,1254,1555,831,1721,1592,2200,694
Q4R9A9,0,0,0,0,0,0,0
Q4R9C4,274,444,87,200,487,443,90
Q4SBY6,1,205,230,169,7,163,251
Q4SQ06,982,1301,1186,1168,1001,1294,287
Q4U0S5,959,1518,803,1175,1117,1066,561
Q4U2R1,10,2,2,0,2,5,0
Q4U2V3,141,128,58,51,124,210,625
Q4U4D2,22,0,0,0,0,5,5
Q4UB86,2,0,0,8,5,0,0
Q4UFS9,0,0,0,0,0,0,0
Q4UMH6,716,1077,1259,1165,661,661,716
Q4V786,4958,7594,5267,9013,5640,5391,2330
Q4V7A8,3541,8178,5083,5885,5944,7560,12553
Q4V7B1,0,4,3,0,1,0,18
Q4V7E8,2207,3135,1497,2351,2053,2257,914
Q4V7L5,200,256,211,377,310,247,201
Q4V7N4,120,208,126,150,108,133,87
Q4V7Q6,784,975,609,954,843,1139,328
Q4V7Q8,56,129,141,141,175,151,83
Q4V7T8,582,1206,673,699,884,1142,388
Q4V7W3,534,979,516,1079,653,843,1085
Q4V838,711,1376,959,1284,868,985,379
Q4V8J4,506,753,498,637,518,555,157
Q4V8K5,504,920,580,749,583,687,438
Q4V8U5,0,10,3,11,17,14,6
Q4V8V1,414,1022,490,883,629,745,322
Q4V8V2,5,4,0,0,2,3,2
Q4V8X4,502,425,248,448,543,342,208
Q4V8Y6,364,429,235,464,612,668,288
Q4V8Z3,39,123,91,108,70,89,27
Q4VA61,45,16,13,31,10,11,72
Q4VAE3,38,44,13,27,20,25,4
Q4VBV9,666,1037,456,1027,515,776,102
Q4VC17,2,8,2,7,0,18,7
Q4VRV8,0,0,0,0,0,0,0
Q4WI01,0,0,0,8,29,16,0
Q4WYT0,4,0,7,0,1,0,0
Q4Z8K6,0,0,0,0,0,5,0
Q4ZHR9,17,2,0,0,5,7,0
Q501L1,358,557,195,397,332,362,73
Q501Q9,934,896,572,982,955,993,800
Q502K2,492,644,398,542,711,434,247
Q502K9,2239,3778,2476,3946,2091,3291,1057
Q502L2,72,69,80,79,119,66,45
Q502W6,9,6,4,14,1,5,8
Q503C8,265,322,217,391,323,239,43
Q503L9,13254,6665,4604,10783,5336,8288,3664
Q503V3,1398,1505,767,1396,1297,1159,244
Q503V9,112,316,244,212,135,230,159
Q503Y4,99,156,33,71,109,137,14
Q504A5,130,492,60,301,155,212,3
Q504H8,1726,2701,1515,1880,1267,1656,660
Q504Y0,13,34,6,3,11,13,0
Q505D1,0,0,0,0,0,21,0
Q505F5,315,491,318,418,328,305,97
Q505J9,0,0,0,0,1,3,0
Q50EK3,36,25,122,30,57,15,4
Q50KA9,0,0,0,0,1,0,0
Q50KB1,0,0,13,2,7,3,0
Q51389,0,0,0,0,0,87,0
Q52KN9,224,319,68,166,201,204,124
Q52KW8,305,634,353,399,426,490,182
Q53197,0,0,0,0,1,16,0
Q53533,8080,0,0,24145,10151,0,7
Q539E5,0,0,0,148,0,0,0
Q53FA7,765,1141,271,522,853,813,204
Q53GS9,246,432,123,276,255,394,99
Q53H80,762,827,434,989,834,966,371
Q53HC0,949,929,661,1107,1085,1162,1372
Q54468,69,142,45,18,67,97,33
Q54AX5,257,250,165,320,179,209,188
Q54AX6,0,0,0,0,0,3,0
Q54BF6,0,0,0,10,0,1,0
Q54BM2,0,0,0,0,0,0,0
Q54BM3,149,287,131,198,252,203,62
Q54C32,0,0,19,0,3,0,0
Q54C92,0,0,0,0,0,0,0
Q54CY9,168,198,122,259,90,138,873
Q54D06,0,0,0,0,0,0,2
Q54D63,0,0,0,0,0,0,0
Q54DA8,0,0,0,0,2,0,0
Q54DK4,586,414,261,800,624,360,102
Q54E24,95,57,75,92,84,69,114
Q54E49,5038,6107,2356,4877,4231,4983,1569
Q54ER7,0,0,0,0,0,0,0
Q54ES9,0,0,0,0,0,6,0
Q54EY1,0,0,0,0,0,11,0
Q54F07,0,0,0,0,0,0,0
Q54F46,230,418,430,267,382,269,231
Q54FB7,932,1673,843,980,1002,1364,243
Q54G43,0,0,0,0,0,28,0
Q54GI9,0,0,0,0,0,0,0
Q54HL4,151,209,89,121,142,173,40
Q54IP0,125,104,90,23,29,159,47
Q54IP4,326,141,100,179,285,58,47
Q54J23,0,0,0,0,1,0,0
Q54J48,839,442,319,291,321,294,115
Q54J69,0,0,0,0,0,0,0
Q54JH4,254,400,402,541,341,323,47
Q54JK4,0,0,0,0,0,0,0
Q54KA7,654,912,370,655,798,761,604
Q54KD0,1192,415,336,862,2202,1375,339
Q54KL5,180,241,92,173,119,208,40
Q54L00,0,0,0,0,0,10,0
Q54LE6,0,0,0,0,0,0,0
Q54MH0,0,0,0,0,0,0,0
Q54MK8,1,0,0,0,0,0,0
Q54ND5,121,706,224,362,150,353,78
Q54NM9,0,0,0,0,0,0,0
Q54NP6,0,0,0,0,0,0,0
Q54NU2,0,0,3,0,0,0,0
Q54NZ5,0,0,0,0,0,0,0
Q54P70,865,846,622,629,726,553,311
Q54P92,0,0,0,0,0,0,0
Q54P95,9,0,0,0,0,6,0
Q54PH5,147,315,239,290,141,179,72
Q54PK4,8,0,1,0,0,0,0
Q54PR9,703,1391,1036,1283,1026,949,644
Q54PX9,0,0,0,0,2,0,0
Q54Q51,0,0,0,0,0,0,0
Q54QG9,0,0,0,0,0,0,0
Q54QR3,213,359,253,313,184,239,72
Q54RA4,186,535,280,204,313,353,346
Q54SC9,0,15,11,6,2,19,17
Q54ST3,0,0,0,0,0,0,0
Q54T76,0,0,0,0,1,5,0
Q54TH9,0,0,0,0,0,2,0
Q54VI1,10,0,0,0,12,0,6
Q54VI3,0,0,0,0,0,0,0
Q54VN6,0,0,0,0,0,0,0
Q54WS5,0,0,0,0,0,17,0
Q54X82,0,0,0,0,0,0,0
Q54XB5,0,0,0,0,0,0,0
Q54XI5,0,0,0,0,0,0,0
Q54XS2,0,0,0,0,4,0,0
Q54Y41,0,0,0,0,4,0,0
Q54Y72,0,0,0,0,0,0,0
Q54YD4,0,0,0,0,4,0,0
Q54YZ4,4557,2861,2482,3708,3842,2903,1853
Q54Z26,0,0,0,0,0,0,0
Q54ZR7,0,0,0,0,0,0,0
Q553B6,0,0,0,0,0,0,0
Q553U6,0,0,0,0,2,0,0
Q55512,0,0,0,0,5,201,0
Q556Y8,281,463,161,265,306,349,144
Q55790,0,4,0,0,11,791,23
Q557E4,0,0,0,0,0,0,0
Q55BP0,0,0,0,0,27,0,0
Q55BY1,0,0,0,0,4,0,0
Q55C17,105,160,101,58,98,134,25
Q55CU2,846,805,233,768,566,939,626
Q55D16,0,0,11,0,0,0,0
Q55DA0,205,162,80,157,121,200,660
Q55DM5,0,0,0,0,0,3,0
Q55DV9,2051,1114,737,813,1836,1877,1793
Q55DW4,0,5,4,0,1,0,0
Q55E31,870,1191,650,1038,841,1115,545
Q55E58,3969,89,1384,524,3358,79,1534
Q55E69,0,0,0,0,0,8,0
Q55EI8,0,0,0,0,0,0,0
Q55G10,0,0,0,0,0,0,0
Q55G75,1222,3111,2060,2747,1711,2246,4913
Q55GE2,0,0,0,0,2,0,0
Q56585,352,611,341,459,423,531,144
Q566C7,638,232,388,584,1011,1372,3239
Q566I3,96,20,6,19,25,12,6
Q566L8,1076,1853,747,951,948,1068,294
Q566M8,2880,6412,3508,5157,3315,4211,3273
Q566R0,0,0,0,0,0,19,0
Q566X8,190,113,2,155,233,40,55
Q567G6,113,63,98,52,39,75,26
Q567I9,570,536,249,431,325,388,432
Q568D2,242,300,257,343,245,414,104
Q568K2,263,387,135,262,126,205,53
Q568K5,257,674,628,528,372,440,83
Q568W0,4742,7175,3736,8030,6088,9005,594
Q568Z6,2292,2133,1603,2129,1430,1986,1977
Q569B7,93,124,134,104,75,79,45
Q569D5,651,402,744,460,589,383,783
Q569M3,366,383,311,291,382,337,138
Q56A24,43,38,14,12,17,31,24
Q56FG6,0,0,0,0,1,0,8
Q56FH2,0,2,0,0,0,0,0
Q56I99,2216,1768,1104,2517,1105,1308,1012
Q56JY1,0,0,0,0,0,0,0
Q56JZ1,0,0,0,11,0,0,0
Q56K03,0,1,0,9,1,0,0
Q56P03,228,731,364,165,371,509,71
Q56P28,461,1754,599,885,454,1019,318
Q56R14,66,60,69,37,28,35,25
Q56UN5,1090,1052,463,946,725,819,1090
Q56X52,0,0,0,0,2,11,0
Q56Y85,0,0,0,0,5,45,0
Q56YP2,0,0,0,0,0,0,0
Q570Y9,1548,1599,772,1125,1795,1558,791
Q575S8,23,65,17,21,9,24,10
Q57664,191,416,108,188,143,225,41
Q57772,10,0,0,0,1,0,0
Q57885,28,122,17,51,14,87,4
Q57951,0,0,0,0,5,0,0
Q58588,1017,1233,1051,1389,911,1163,729
Q58803,310,184,504,258,366,56,91
Q588U8,301,216,233,209,122,153,3
Q58A42,622,2719,1019,969,734,1273,2700
Q58CN9,29,34,7,17,3,26,18
Q58CQ9,784,977,673,1206,517,661,333
Q58CR4,320,469,162,369,341,359,62
Q58CV6,2846,2603,1784,3100,2549,3441,3094
Q58CZ2,23,0,2,0,5,4,1
Q58D06,124,194,40,80,149,121,41
Q58D34,166,448,603,115,411,451,48
Q58D55,6,8,0,0,3,6,2
Q58D65,44,71,24,40,71,62,5
Q58DA6,96,335,77,171,117,271,115
Q58DF3,447,651,329,404,474,621,269
Q58DN4,82,51,23,9,54,61,6
Q58DQ5,455,216,167,324,398,230,180
Q58DS6,465,628,650,860,444,501,784
Q58DS9,0,0,0,0,0,0,0
Q58DT1,23091,31901,24931,26054,19074,22361,8024
Q58DT4,83,204,122,99,44,93,11
Q58DU5,814,622,495,432,557,575,365
Q58EA0,397,948,514,811,454,698,456
Q58EB4,1268,2606,1766,2122,1930,1955,420
Q58ED9,838,1012,592,839,496,880,372
Q58EK3,179,389,188,304,301,270,242
Q58EX2,110,208,58,154,121,149,529
Q59002,228,7,440,492,270,23,298
Q59022,435,480,191,436,536,534,141
Q593B6,3,0,0,0,0,0,24
Q59754,37,10,38,27,11,3,16
Q59918,0,0,0,0,0,0,0
Q59990,441,498,262,500,356,528,148
Q59A28,375,474,278,492,430,409,150
Q59I44,716,2078,353,828,1209,1113,141
Q59J78,323,285,253,341,329,350,241
Q59P03,124,17,0,2,162,5,0
Q5A761,639,671,207,397,175,106,10
Q5AAI8,0,0,0,0,0,0,0
Q5AKA5,0,0,0,0,0,12,0
Q5AP53,0,0,0,0,0,0,0
Q5AXT5,15,1,0,0,2,0,0
Q5B630,0,0,0,0,0,0,0
Q5BIM5,145,113,63,113,145,147,90
Q5BIN4,296,289,340,273,278,236,394
Q5BIN5,1558,1729,1650,2180,1727,1553,437
Q5BIR5,0,0,0,0,9,76,5
Q5BJ29,0,0,0,0,0,6,0
Q5BJ78,2921,4130,4079,3300,2575,3666,5240
Q5BJD2,193,148,61,151,166,147,13
Q5BJI9,1243,1376,916,1128,1288,1556,1121
Q5BJN5,163,208,66,145,179,122,38
Q5BJP5,124,250,124,273,86,162,59
Q5BJW3,169,325,167,227,256,364,136
Q5BK09,499,934,734,972,619,743,396
Q5BK24,73,105,105,72,117,77,9
Q5BK62,83,100,22,33,71,103,2
Q5BK63,1631,1119,739,848,1602,1133,496
Q5BK64,187,179,144,128,199,183,23
Q5BKH5,1780,4030,5117,3140,1907,2800,2404
Q5BKQ4,1154,2275,908,1762,1355,1757,805
Q5BKR2,708,230,89,197,538,279,115
Q5BL73,1184,1729,943,1551,834,1250,547
Q5BLE8,1540,2386,1429,2894,1448,1419,2226
Q5C9L6,89,42,104,173,89,31,46
Q5D016,1625,740,693,1072,2503,910,1001
Q5DC69,973,2048,1199,1176,1524,1741,479
Q5DID3,33,18,18,1,9,5,11
Q5DTY9,50,120,56,92,58,51,40
Q5DU56,422,1197,196,592,516,696,120
Q5E951,856,785,765,1098,935,703,415
Q5E964,652,659,368,388,676,535,353
Q5E985,0,12,3,10,2,4,0
Q5E9C0,97,129,115,338,237,119,170
Q5E9D6,26,113,54,81,45,57,7
Q5E9E4,5509,16590,12760,9196,5558,13440,3917
Q5E9H7,913,1227,438,703,1167,1020,282
Q5E9H9,146,352,240,336,139,157,49
Q5E9J9,465,674,296,347,756,790,3239
Q5E9T8,303,402,97,191,177,327,59
Q5E9U9,362,489,323,294,306,376,94
Q5E9V6,177,191,125,110,109,116,61
Q5E9X2,2103,1489,880,1710,1212,1223,558
Q5E9Z8,344,682,321,822,395,564,448
Q5EA11,13,20,4,5,8,19,26
Q5EA24,0,6,0,0,0,0,0
Q5EA25,40,98,45,117,77,31,80
Q5EA33,53,121,61,42,62,96,37
Q5EA43,1006,844,1198,788,531,784,630
Q5EA50,425,646,589,561,372,698,337
Q5EA62,17,6,8,14,0,0,0
Q5EA92,138,298,183,189,162,184,112
Q5EA95,584,971,471,639,766,883,319
Q5EAB6,552,1267,563,776,709,757,422
Q5EAC2,11,16,8,0,31,11,11
Q5EAD5,10,38,18,4,23,25,20
Q5EAE3,4672,4938,2753,4808,2662,3748,1664
Q5EAJ7,5201,3742,2487,3328,4448,5723,3927
Q5EAK8,0,3,0,0,9,0,0
Q5EAQ1,95,149,88,166,75,106,18
Q5EAR6,156,124,74,75,124,131,66
Q5EAU9,116,98,11,51,123,95,16
Q5EAW4,144,135,221,81,148,36,11
Q5EB14,484,923,430,408,618,546,342
Q5EB97,245,214,138,278,191,170,143
Q5EBD9,1587,1762,451,1553,3114,1261,383
Q5EE04,1261,1012,880,1305,893,787,545
Q5EE05,1240,197,90,482,323,386,825
Q5ENN5,0,4,17,11,4,0,0
Q5EY89,0,0,0,0,4,0,0
Q5F336,235,543,278,355,378,392,19
Q5F349,0,2,2,10,2,8,13
Q5F361,433,1062,232,276,415,989,89
Q5F362,527,1447,621,1027,716,1093,347
Q5F364,2,21,0,32,0,4,6
Q5F389,1242,1434,609,1522,1243,1303,342
Q5F3A1,867,921,223,514,510,614,287
Q5F3A6,755,1204,490,582,997,872,55
Q5F3C1,55,48,50,105,98,75,30
Q5F3D7,804,792,419,671,922,644,193
Q5F3I6,36,1,6,10,11,12,45
Q5F3J5,371,515,254,471,396,425,96
Q5F3K0,271,496,286,379,465,392,228
Q5F3K4,1518,1630,1412,1121,1555,1229,707
Q5F3L7,207,418,185,299,292,308,105
Q5F3T9,0,0,0,0,2,0,0
Q5F3Z3,1162,2277,2093,2247,1412,1790,417
Q5F3Z9,99,102,50,40,58,80,83
Q5F413,3949,3110,1460,2345,1731,2224,2281
Q5F425,0,8,7,25,6,1,0
Q5F452,550,527,253,445,407,341,109
Q5F464,942,1460,1113,1552,1070,1137,729
Q5F478,60,18,2,0,29,28,93
Q5F480,538,896,660,463,468,872,635
Q5F489,334,119,151,91,256,190,57
Q5F495,336,391,125,118,312,274,163
Q5F4A1,758,928,249,295,861,627,277
Q5F4B8,50,131,65,140,87,60,39
Q5FB29,127,140,184,105,153,104,24
Q5FKR8,0,0,6,5,0,0,0
Q5FVA9,978,874,701,664,688,1140,592
Q5FVB2,376,4293,749,1871,483,1387,353
Q5FVL2,1027,1536,1078,1411,998,1219,1011
Q5FVQ4,410,760,330,396,365,393,64
Q5FVR5,262,685,114,121,223,295,59
Q5FVW4,229,382,317,357,312,874,465
Q5FW29,2618,4079,2476,3109,1824,3351,2616
Q5FW46,6,8,0,0,3,0,5
Q5FW48,139,319,159,205,190,248,112
Q5FWK3,200,357,139,162,173,259,91
Q5FYA8,40,159,52,50,85,18,0
Q5FYB0,1490,3273,2033,1773,1772,2533,407
Q5FYB1,647,1456,1012,1105,815,689,182
Q5FZI9,227,124,86,171,336,286,319
Q5G872,0,4,0,0,2,2,0
Q5GIG6,286,317,214,286,200,367,484
Q5H8A4,84,126,63,32,109,141,39
Q5H8C4,30,4,4,6,2,6,0
Q5H9R7,2931,5161,2945,4882,2762,3567,1229
Q5HZL1,297,388,215,506,360,270,102
Q5HZP7,11,33,3,1,2,15,24
Q5HZQ9,23,14,10,2,6,17,0
Q5HZT0,180,514,197,376,170,296,82
Q5I020,56,45,7,3,75,36,36
Q5I085,3926,5215,4056,6146,3872,4810,2743
Q5I0C4,757,1534,774,1289,954,1035,200
Q5I0C5,608,604,224,258,645,740,101
Q5I0H9,334,1012,429,557,679,794,193
Q5I0I9,1354,538,201,608,360,408,310
Q5I0K7,160,253,214,226,205,223,111
Q5I0S8,172,566,325,570,325,396,45
Q5I597,3708,1812,888,1263,3261,3576,11559
Q5I598,5,11,5,0,0,2,0
Q5IBC5,7,0,0,0,0,0,0
Q5IS51,68,10,3,3,37,18,157
Q5IS54,1822,2715,1719,2830,1333,2042,1137
Q5IS65,128,376,235,397,244,287,848
Q5IS75,164,15,6,0,16,21,25
Q5J6M8,2302,5598,2815,5049,2722,3285,1056
Q5JTD7,1725,1974,1147,1581,1736,1877,2087
Q5JU00,475,550,196,357,495,448,203
Q5JVL4,414,1044,527,1046,545,1012,593
Q5KW02,0,0,0,0,0,0,0
Q5M7F8,44,52,28,25,84,112,93
Q5M7M7,1012,437,362,232,165,264,319
