Entry,cnat_c2,cnat_c3,cnat_c4,cnat_c6,cnat_c8,cnat_d2,cnat_d3,cnat_d4,cnat_d6,cnat_d8
P33973,0,200,284,0,0,0,150,178,0,0
P33991,293,306,174,141,85,33,216,49,0,156
P34004,69,110,43,19,37,236,1293,1401,40,41
P34022,808,277,985,169,231,3466,754,2173,514,1939
P34081,0,0,0,0,0,0,0,5,0,0
P34091,0,0,0,0,0,1,0,43,0,0
P34092,675,268,741,153,3,338,359,298,0,6
P34101,0,151,198,0,0,0,106,99,0,0
P34117,0,17,19,0,0,0,20,12,0,0
P34121,1289,631,632,383,657,1709,680,676,239,483
P34205,73,111,251,54,42,81,72,129,59,141
P34275,364,265,282,143,95,629,375,522,93,129
P34308,2,201,391,0,0,0,475,336,0,0
P34331,0,0,0,0,0,0,0,0,0,0
P34369,2,54,84,0,0,0,61,48,0,0
P34455,207,92,67,50,30,188,153,118,0,52
P34457,69,11,35,12,11,74,12,20,0,3
P34473,182,259,206,81,89,254,225,170,13,180
P34528,835,426,421,346,206,774,248,773,80,343
P34556,0,0,0,0,0,0,0,0,0,0
P34579,1,456,629,0,0,1,417,395,1,0
P34611,0,7,16,0,0,0,7,12,0,0
P34618,0,3,1,0,0,0,3,8,0,0
P34624,0,0,0,0,0,0,0,0,0,0
P34676,1,217,177,0,0,0,204,142,4,0
P34694,184,59,64,113,78,286,70,24,49,216
P34695,26,6,7,9,0,25,17,13,11,0
P34697,0,0,0,0,0,0,0,0,0,0
P34703,7,429,526,0,0,0,481,389,1,0
P34737,2159,3377,2225,1594,12128,2537,4295,2142,5401,7458
P34743,917,559,329,206,578,5276,2373,5071,595,1631
P34788,0,0,0,0,0,2,0,47,0,0
P34826,61,3060,2769,31,382,61,3359,2560,1,173
P34885,368,52,323,45,43,723,92,350,126,18
P34892,0,6,0,0,0,0,3,0,0,0
P34897,1592,492,808,527,535,2239,748,1898,268,1273
P34943,652,412,384,224,456,810,525,539,243,744
P34970,10,4,10,5,36,1,4,19,0,0
P34973,14,4,9,1,0,15,1,10,0,13
P34992,89,70,88,15,32,34,172,174,7,30
P35038,0,0,0,0,0,0,0,0,0,0
P35061,721,323,585,217,245,375,474,528,110,196
P35066,0,0,0,0,0,0,0,0,0,0
P35069,9,9,13,5,6,13,6,5,0,0
P35072,470,35,9,250,54,337,37,7,15,77
P35100,0,0,0,0,0,0,0,1,0,0
P35131,0,0,0,0,0,0,0,0,0,0
P35134,0,0,0,17,0,0,0,0,89,1
P35159,0,53,53,0,0,0,43,31,0,0
P35222,0,0,0,0,0,0,0,0,0,0
P35224,3824,1114,2621,516,916,7760,2026,3956,861,661
P35234,54,40,11,42,4,9,113,22,0,16
P35241,4706,2078,3996,1088,865,6823,3261,5879,947,694
P35250,204,184,190,139,161,71,98,71,0,103
P35251,23,31,25,12,0,18,15,18,0,2
P35280,1485,535,972,318,253,1633,768,1146,237,184
P35284,0,0,0,1,0,0,0,0,2,0
P35288,223,2,1,23,38,248,2,0,32,15
P35317,0,108,155,0,0,0,124,71,0,0
P35342,82,7,20,14,0,16,33,0,6,13
P35346,1,5,7,1,0,2,1,0,0,0
P35381,0,0,0,0,0,0,1,72,0,0
P35409,77,86,131,19,1,47,52,118,0,10
P35441,16,132,69,19,0,3,25,7,0,2
P35443,24,1,27,13,0,10,16,70,0,0
P35446,17,1233,1238,0,6,0,959,811,0,0
P35447,0,422,311,6,3,1,303,178,10,0
P35448,1584,1178,1282,460,337,4740,1923,1004,937,614
P35458,55,8,45,5,5,89,19,62,7,1
P35465,178,768,719,30,0,76,1114,707,0,147
P35478,120,317,514,49,24,185,562,368,0,31
P35479,0,78,56,0,0,0,66,38,5,0
P35509,2176,566,732,605,952,3575,922,1046,247,1515
P35523,0,79,97,0,0,0,62,63,0,0
P35525,0,28,15,0,0,0,13,9,5,0
P35546,1622,464,292,435,302,1179,2105,236,9,403
P35555,420,20,106,55,40,467,12,50,0,22
P35556,57,43,42,20,27,362,69,144,43,30
P35558,867,282,259,84,111,5970,1051,1618,804,81
P35559,24,884,1010,5,2,165,811,751,24,25
P35561,37,35,75,32,54,10,9,21,0,2
P35564,3226,1482,1723,685,1011,3130,3107,3754,360,2101
P35565,252,4,3,24,14,369,2,1,18,5
P35580,19222,7014,9246,6050,9005,23445,13243,13462,4885,8782
P35585,227,106,126,64,80,346,220,216,29,146
P35601,44,16,64,6,0,31,6,42,0,6
P35604,1228,836,925,466,559,1994,1465,1671,325,1253
P35605,0,0,0,0,0,0,0,0,0,0
P35610,365,156,213,62,44,1239,684,1056,62,298
P35668,212,191,223,93,113,315,286,294,49,195
P35670,4118,1576,2318,770,987,3631,2387,2821,484,1304
P35679,0,0,0,0,0,6,1,196,0,0
P35684,0,0,0,0,0,0,0,7,0,0
P35738,339,88,242,131,90,470,129,343,46,146
P35749,1,40,80,0,0,0,26,38,0,0
P35750,0,7,17,0,0,0,8,10,0,0
P35918,79,2,27,9,0,50,10,16,5,0
P36035,0,0,0,0,0,1,0,0,0,0
P36178,0,0,46,0,0,0,6,29,0,0
P36189,48,4,89,12,3,83,13,141,0,0
P36241,10627,15469,8344,7347,37761,11245,18923,10615,25826,24766
P36273,0,0,0,0,0,0,0,0,0,0
P36396,0,1,1,0,0,2,0,1,0,0
P36400,0,0,0,0,0,8,2,38,0,0
P36404,81,80,80,41,66,141,90,96,17,35
P36406,0,0,0,0,0,0,0,0,0,0
P36425,607,377,613,126,161,526,462,503,37,62
P36595,1,85,110,0,0,0,78,58,1,0
P36633,891,255,906,138,176,267,286,118,70,183
P36774,0,0,1,0,0,0,0,0,0,0
P36841,0,2,0,0,0,0,1,1,0,0
P36860,142,78,86,75,35,87,56,53,0,52
P36876,1255,414,814,271,246,2442,815,1563,223,404
P36887,4,0,0,0,0,0,1,3,0,0
P36888,222,15,124,30,0,884,190,487,8,7
P36889,0,0,0,0,0,7,0,32,0,0
P36915,391,226,217,271,224,342,271,151,13,248
P36956,3659,587,2227,388,206,3522,911,5196,206,85
P36993,754,149,423,104,140,1348,241,762,283,136
P37023,77,11,55,9,0,34,6,32,0,0
P37091,0,0,0,0,0,0,0,0,0,0
P37142,0,6,0,0,0,0,0,1,0,0
P37167,0,0,0,0,0,2,0,32,0,0
P37193,341,324,316,147,261,271,385,433,89,243
P37198,650,510,314,259,617,699,869,551,434,614
P37223,0,6,0,0,17,0,1,10,0,0
P37285,729,140,485,97,133,873,231,589,45,53
P37474,2,0,0,0,0,0,0,0,0,0
P37556,0,17,22,0,0,0,17,6,0,0
P37631,0,3,11,0,0,0,6,6,0,0
P37700,0,11,0,0,0,0,0,6,0,0
P37727,0,0,0,0,0,0,0,0,0,0
P37836,0,0,0,0,0,0,0,0,0,0
P37891,0,0,0,0,0,0,0,8,0,0
P37899,0,0,0,0,0,0,0,0,0,0
P37967,1,2,4,1,0,0,0,0,0,0
P38024,2105,759,946,262,503,2037,1138,1140,124,528
P38116,0,0,0,2,0,0,0,0,0,0
P38117,1809,2641,1698,1187,2522,2793,3351,2643,2303,1735
P38129,4,42,34,0,0,0,40,32,0,0
P38137,0,0,0,0,0,0,0,0,0,0
P38166,203,19,54,72,53,217,45,43,78,153
P38385,0,0,0,0,0,0,0,0,0,0
P38482,0,4,0,0,0,0,1,1,0,0
P38488,71,111,95,49,28,57,109,104,0,12
P38528,0,0,0,0,0,0,0,0,0,0
P38570,43,4,135,2,0,4,0,1,0,0
P38650,346,154,255,74,28,475,301,372,33,29
P38652,19,10,22,1,0,22,11,33,9,0
P38657,0,0,0,0,0,0,0,0,0,0
P38661,0,69,78,0,0,0,64,52,15,0
P38680,2,556,496,1,1,0,455,309,0,0
P38692,1,252,103,0,0,0,206,97,0,0
P38754,0,0,0,0,0,1,2,9,0,0
P38789,0,0,0,0,0,0,0,0,0,0
P38937,52,30,19,15,9,3,13,1,0,0
P38942,1213,471,612,236,254,697,633,435,184,77
P38976,1569,854,950,516,1109,2108,1622,1383,417,1191
P38986,0,21,25,0,0,0,35,27,0,0
P38994,21,1572,1542,0,0,2,1489,1113,1,1
P39023,6343,4172,4114,2467,5867,6216,5164,3602,2315,2634
P39057,1310,767,537,442,593,734,1467,657,217,882
P39101,0,0,0,0,0,0,0,0,0,0
P39109,0,84,76,0,0,0,73,47,0,0
P39118,0,0,0,2,0,0,0,0,5,0
P39428,218,21,130,148,74,245,70,50,60,237
P39429,29,131,29,22,15,8,146,21,0,12
P39598,707,309,500,175,169,1017,424,740,199,170
P39675,1,274,289,0,0,0,261,265,0,0
P39724,0,39,66,0,0,0,36,31,0,0
P39790,0,0,0,0,0,0,0,0,0,0
P39847,0,0,0,0,0,0,0,0,0,0
P39872,0,0,0,0,0,0,0,60,0,0
P39963,35,16,29,17,0,17,13,1,0,5
P40046,3,12,0,0,70,0,10,26,0,0
P40074,0,0,0,2,0,0,0,0,10,0
P40108,40,0,0,0,21,17,0,3,0,0
P40123,5612,2531,3038,1736,2695,5876,6035,5462,1447,2940
P40371,0,0,0,0,0,0,0,0,0,0
P40525,0,0,0,0,0,0,0,26,0,0
P40639,344,236,259,111,176,247,119,133,76,233
P40644,0,1,1,9,0,0,0,0,116,0
P40757,131,103,126,48,14,54,97,78,0,26
P40783,150,170,56,36,29,43,142,123,0,0
P40792,1766,373,1346,269,274,2495,1136,1859,278,131
P40806,0,0,0,0,0,0,0,0,0,0
P40818,607,110,322,85,34,987,258,420,81,13
P40855,48,21,53,9,21,119,32,130,0,10
P40872,0,5,7,0,0,0,0,1,0,0
P40893,112,100,147,44,69,110,63,132,72,70
P40936,0,0,0,0,0,0,0,0,0,0
P40939,2202,1513,1278,893,1149,3354,2313,2296,630,2318
P40954,51,13,2,11,41,7,1,6,0,6
P41001,0,0,0,1,0,0,0,0,0,0
P41044,156,23,81,43,86,60,16,23,7,66
P41098,0,19,0,0,0,0,0,0,0,0
P41110,198,103,135,66,28,414,219,300,14,61
P41114,756,3540,1197,734,5732,35,532,91,0,371
P41127,0,0,0,0,0,2,0,2,0,0
P41129,0,0,0,0,19,0,46,3,0,10
P41137,269,371,238,120,633,237,157,57,56,302
P41150,0,0,0,0,0,0,0,1,0,0
P41189,0,0,1,0,0,0,0,0,0,0
P41210,0,62,76,0,0,0,37,42,0,0
P41233,77,3,32,11,1,58,11,77,5,0
P41234,2119,801,1010,945,681,1682,825,1232,276,730
P41236,0,0,0,0,0,0,0,0,0,0
P41247,249,201,198,98,129,122,138,145,39,95
P41250,530,232,257,752,202,670,334,462,91,210
P41252,543,283,486,120,66,476,499,969,24,124
P41348,0,15,0,0,12,0,0,11,0,0
P41351,0,0,0,0,9,14,54,217,54,226
P41383,8692,2567,3236,2991,10173,13332,3966,4651,4120,6264
P41386,5392,2598,3378,1867,7743,6218,4257,5699,2061,2941
P41413,0,0,0,5,0,1,1,0,6,0
P41565,774,336,465,293,269,879,359,508,63,410
P41568,0,0,0,0,0,0,0,2,0,0
P41596,0,10,2,2,1,46,0,2,0,0
P41636,35,11,26,4,0,188,86,115,0,0
P41689,2006,644,602,480,427,23599,5639,5939,1308,1022
P41731,470,94,250,42,27,540,148,246,9,9
P41737,767,220,431,233,132,854,336,532,105,103
P41778,5266,2531,3356,1781,2331,5113,3288,2659,925,3000
P41916,0,6,0,0,0,0,1,4,0,0
P41918,0,0,0,0,0,0,0,0,0,0
P41962,77,371,624,183,125,5,204,28,73,47
P41963,945,1279,993,319,668,1020,2016,1955,273,866
P41969,535,159,407,48,57,2033,375,363,416,67
P41971,2126,1137,1480,602,1019,4594,3336,1479,1532,2059
P41983,11,30,13,2,5,0,14,7,0,8
P41984,70,35,83,5,0,114,12,55,11,7
P41988,120,0,0,30,9,230,1,0,62,49
P41996,20,5,1,3,26,14,0,1,0,6
P42016,0,54,106,0,0,0,46,50,0,0
P42026,1101,797,1058,410,771,1484,1070,1149,581,1347
P42042,5,1125,850,0,0,0,823,556,0,1
P42044,0,0,0,0,0,0,2,0,0,0
P42058,0,0,0,4,0,0,0,0,23,0
P42124,246,408,637,95,94,276,365,455,79,98
P42158,0,0,0,0,0,0,0,0,0,0
P42173,619,170,293,322,219,181,199,59,17,238
P42211,0,8,0,0,6,0,2,2,0,0
P42229,521,15,172,104,34,384,63,183,15,0
P42285,99,28,51,61,13,92,29,67,0,8
P42289,3,0,1,1,0,7,2,0,0,2
P42297,28,126,103,12,32,47,114,125,3,37
P42322,71,190,197,35,41,138,219,168,23,41
P42325,1676,994,1184,474,889,1956,1289,1369,401,1094
P42345,586,564,239,297,157,481,631,274,30,186
P42357,1900,263,641,603,251,4576,1515,3538,268,902
P42474,288,333,408,95,138,491,524,581,45,235
P42556,3,86,126,0,0,21,318,366,18,1
P42566,92,8,65,7,17,128,29,67,23,0
P42567,1775,616,1051,517,607,1510,925,540,112,1036
P42568,634,111,307,91,98,1306,324,625,98,83
P42577,56588,30027,26762,36557,117905,61393,37796,43792,47975,186714
P42587,284,337,152,161,430,236,403,156,118,348
P42620,761,536,779,293,278,2012,399,1152,140,814
P42649,0,20,17,0,0,0,17,15,0,0
P42656,2416,1150,1499,558,652,3966,1536,2521,548,988
P42674,421,136,59,52,19,206,52,411,86,195
P42676,76,63,84,52,32,122,82,135,48,45
P42678,2307,1225,1396,862,1168,5847,2127,3989,965,3218
P42681,64,0,8,1,0,40,0,0,0,9
P42685,55,10,34,5,0,41,21,52,6,0
P42686,0,4,0,0,19,0,5,3,0,0
P42690,0,0,0,0,0,0,0,0,0,0
P42694,204,33,92,141,72,170,61,38,751,51
P42696,95,26,88,3,6,327,42,72,0,12
P42700,2098,471,1175,493,474,2970,1344,2836,242,550
P42704,1031,703,1257,219,437,1877,1420,4116,201,965
P42730,0,0,0,0,0,0,0,2,0,0
P42766,6,1190,925,0,6,0,1028,812,1,1
P42768,638,35,276,80,60,757,105,364,157,24
P42774,0,4,0,0,7,0,3,4,0,0
P42785,5,74,134,0,0,0,78,86,0,0
P42789,0,0,0,1,0,0,0,0,0,0
P42791,0,0,0,0,0,0,0,106,0,0
P42795,0,0,0,0,0,0,0,0,0,0
P42804,0,4,0,0,0,0,2,10,0,0
P42824,1,347,378,1,0,0,326,230,2,0
P42859,33,16,36,21,0,26,23,31,0,0
P42867,0,0,0,0,0,0,0,0,0,0
P42892,0,0,0,0,0,0,0,0,0,0
P42893,2182,1147,869,882,1216,2416,1292,1091,372,2170
P42942,145,98,119,48,58,216,174,170,18,152
P43004,259,15,197,12,10,251,13,197,10,8
P43006,1405,777,1296,560,782,733,934,416,558,1152
P43065,72,292,79,7,22,71,342,156,58,11
P43090,2740,1629,2865,1279,2209,16611,5505,7600,7764,11980
P43138,44,6,19,14,5,38,1,10,0,5
P43141,304,193,63,67,154,978,207,290,96,262
P43146,10,1,9,5,12,8,4,2,0,0
P43156,0,0,0,0,0,0,0,0,0,0
P43157,3,666,997,0,0,0,745,652,0,0
P43233,0,0,0,0,0,0,1,4,0,0
P43247,49,7,15,10,0,7,5,5,0,0
P43250,137,38,152,22,31,179,48,136,16,3
P43294,0,0,0,0,0,0,0,0,0,0
P43295,0,0,0,0,0,0,0,97,0,0
P43298,0,0,0,0,0,0,0,0,0,0
P43316,0,0,0,0,0,0,0,0,0,0
P43352,118,11,3,88,0,88,8,0,0,0
P43368,0,299,367,0,0,0,404,216,0,0
P43379,0,71,129,0,0,0,75,65,0,0
P43386,0,0,0,1,0,0,0,0,0,0
P43387,249,111,203,72,42,126,93,97,30,81
P43395,0,0,0,0,14,0,0,0,0,0
P43404,1993,202,974,243,208,1450,394,784,140,102
P43420,1,1547,1444,0,2,0,1473,971,0,2
P43446,209,107,211,65,53,46,26,12,0,119
P43510,0,0,0,0,0,0,2,2,0,0
P43535,0,0,1,0,0,0,0,0,0,0
P43644,0,27,30,0,0,0,29,27,0,0
P43646,93,51,108,32,35,178,87,142,34,23
P43690,183,130,164,40,52,350,141,294,24,42
P44445,0,6,4,0,0,0,3,6,0,0
P44826,0,0,0,0,0,0,0,0,0,0
P44910,0,0,0,0,0,0,0,0,0,0
P45127,0,0,0,0,0,0,0,0,6,0
P45192,1,7,0,9,25,0,2,17,0,0
P45295,0,0,0,0,0,0,0,0,0,0
P45369,0,0,0,0,0,0,0,0,0,0
P45456,0,0,0,0,0,3,0,12,0,0
P45478,3067,2094,2361,1085,754,3718,2657,4276,378,1048
P45481,1730,838,1115,486,1733,1801,2450,2538,201,2290
P45594,11,3,1,6,2,7,4,0,2,17
P45745,0,47,37,0,0,0,37,11,0,0
P46016,0,0,0,0,0,0,0,0,0,0
P46087,540,496,484,209,210,367,573,571,20,339
P46109,5531,1953,2799,1421,2432,7361,4687,4321,1875,3606
P46198,438,290,327,116,69,600,380,439,91,157
P46209,974,681,807,241,516,880,782,817,114,330
P46222,9267,15082,8621,7560,26848,8869,15968,8640,15100,15691
P46248,0,0,0,0,0,0,0,1,0,0
P46293,0,0,0,0,0,2,0,30,0,0
P46405,0,0,0,0,0,0,0,0,0,0
P46426,60,117,118,60,127,151,95,116,58,141
P46428,0,40,44,0,0,0,39,42,0,0
P46434,9,199,262,29,8,0,97,285,7,8
P46436,484,1250,837,132,257,1759,1082,2090,306,978
P46441,0,0,0,0,0,0,0,0,0,0
P46459,200,51,121,18,6,338,82,290,21,13
P46460,236,28,133,22,2,399,61,293,40,5
P46461,445,113,245,98,74,723,319,537,34,49
P46466,0,4,0,2,0,0,0,0,0,0
P46470,0,0,0,1,0,0,0,0,0,0
P46471,1006,578,761,333,350,2069,1040,1376,392,941
P46489,0,0,0,2,0,0,0,0,0,0
P46530,798,236,384,767,2089,224,21,66,271,1249
P46531,535,249,234,96,45,1132,673,892,37,57
P46544,2,24,42,0,0,0,29,25,0,0
P46575,47,2,31,4,0,23,3,21,12,0
P46577,0,3,15,0,0,0,10,32,0,0
P46616,5,0,2,0,0,0,2,8,0,0
P46718,81,49,94,16,40,104,73,115,2,28
P46734,682,160,244,266,327,764,513,467,119,978
P46735,1502,731,783,391,423,1320,949,762,169,552
P46782,7522,10522,7005,5253,18295,7943,11156,7075,8791,11242
P46793,0,0,0,0,0,0,0,15,0,0
P46822,3,666,674,0,0,0,636,509,1,0
P46824,0,189,179,0,0,0,123,93,0,0
P46825,0,32,150,0,0,0,60,75,0,0
P46850,0,5,0,0,15,0,3,8,0,3
P46867,0,74,44,0,0,0,57,44,0,0
P46939,118,9,40,27,0,102,18,108,6,0
P46940,560,140,528,90,53,383,195,379,85,34
P46976,0,0,0,0,0,0,0,0,0,0
P46978,0,0,0,0,0,0,0,0,0,0
P47032,32,19,28,11,31,26,24,17,0,22
P47173,104,126,75,96,12,71,108,79,5,45
P47179,0,14,54,1,0,0,19,39,0,0
P47237,3,8,7,3,6,0,7,4,0,0
P47285,0,28,42,0,0,0,55,43,0,0
P47738,0,0,0,5,0,0,1,0,2,0
P47745,48,0,1,11,21,52,3,4,0,0
P47747,16,18,7,6,0,18,11,13,0,12
P47791,0,0,0,0,0,0,0,0,0,0
P47800,214,241,140,57,78,213,117,130,16,171
P47807,0,0,0,0,0,0,0,0,0,0
P47808,0,0,0,0,0,0,0,0,0,0
P47809,740,409,570,196,193,1393,821,1134,196,502
P47811,538,338,460,121,34,370,215,214,14,50
P47815,0,0,0,0,0,0,0,0,0,0
P47863,61,19,14,24,35,134,5,22,0,69
P47961,0,0,0,0,0,1,0,67,0,0
P47972,1319,145,42,48,43,617,4448,3396,241,317
P47973,0,0,0,0,0,0,0,0,0,0
P47974,0,0,0,0,0,0,0,0,0,0
P47976,0,24,115,0,0,0,35,81,0,0
P47977,0,79,186,0,0,0,73,126,0,0
P47990,300,171,304,218,79,128,134,252,0,72
P48052,292,112,52,119,412,118,41,39,6,292
P48057,2651,1538,2996,710,969,8332,2188,4023,1093,2439
P48147,36,5,12,8,0,98,36,136,7,0
P48150,0,0,0,0,0,6,0,122,0,1
P48157,0,22,0,0,17,0,0,7,10,0
P48159,0,0,0,3,12,2,0,0,5,10
P48182,6,1,1,1,0,2,0,1,0,2
P48348,829,471,969,217,161,1200,551,811,95,118
P48375,0,5,2,0,0,0,0,2,0,2
P48382,36,6,14,2,0,25,17,16,0,5
P48416,158,519,559,255,248,131,534,220,157,90
P48417,873,291,493,403,347,912,535,800,126,626
P48430,295,57,265,64,32,334,287,303,33,136
P48442,831,244,365,186,141,1731,680,869,120,247
P48444,2320,1121,1354,803,1210,3337,1685,2264,909,2011
P48466,0,0,0,0,0,0,0,0,0,0
P48467,0,262,259,0,0,0,207,179,5,0
P48482,4,267,264,0,0,1,201,181,0,0
P48483,0,17,14,0,0,0,13,10,0,0
P48490,0,47,74,0,0,0,53,33,0,0
P48506,1491,511,1392,587,544,4642,495,1244,754,1834
P48507,573,510,758,224,237,1298,891,1843,114,1139
P48509,90,11,106,22,15,73,7,136,0,9
P48542,191,26,80,36,11,56,16,30,0,27
P48553,388,314,277,152,119,445,423,353,59,96
P48601,828,513,526,241,564,1669,1027,1031,595,794
P48627,0,0,0,0,0,0,0,2,0,0
P48629,0,1,0,0,0,0,0,1,0,0
P48630,13,8,22,1,3,7,2,6,0,0
P48636,0,82,90,0,0,0,109,61,0,0
P48722,1347,416,411,379,282,1847,1173,1133,201,621
P48727,3281,748,1075,1068,1510,3768,1133,1032,670,2706
P48728,380,140,74,128,107,149,79,90,28,188
P48740,879,67,148,123,121,1790,431,169,250,120
P48754,19,32,13,8,4,18,34,1,16,43
P48758,422,521,418,146,236,369,590,504,11,210
P48774,256,327,448,89,204,289,444,496,55,150
P48800,52,23,85,34,7,20,32,143,11,3
P48804,217,81,54,71,119,140,268,100,21,145
P49005,249,129,131,115,75,113,124,124,0,70
P49008,18,1468,1442,0,0,1,1244,898,0,5
P49010,0,43,62,0,0,0,67,33,0,0
P49015,0,0,0,0,0,0,0,0,0,0
P49024,327,70,194,33,27,992,173,564,159,30
P49028,0,15,12,0,0,0,10,16,0,0
P49030,0,231,188,0,0,0,268,128,0,0
P49047,0,0,0,0,0,0,0,0,0,0
P49079,0,0,0,0,0,0,0,0,0,0
P49100,0,342,340,0,0,1,246,205,0,0
P49109,0,8,1,0,0,0,1,5,0,0
P49136,0,0,0,0,0,0,0,0,0,0
P49138,883,144,643,200,171,1908,613,1908,205,145
P49153,0,39,0,0,0,0,0,0,0,0
P49154,0,0,0,0,0,0,0,0,0,0
P49165,13292,13991,8662,8498,37797,12284,17585,9721,14358,16232
P49173,6,1654,1767,0,0,0,1636,1167,1,0
P49200,14,23,6,10,19,4,12,6,0,9
P49206,0,40,0,0,0,0,0,2,0,0
P49209,0,0,0,0,0,0,2,4,0,0
P49210,0,0,0,0,0,3,0,8,0,0
P49211,0,0,0,0,0,0,0,3,0,0
P49223,0,23,0,1,0,3,4,0,0,0
P49227,0,0,0,0,20,0,87,13,0,0
P49253,7,453,423,0,0,0,507,296,0,0
P49256,378,174,285,70,43,1085,394,1065,69,54
P49294,0,1,0,0,4,0,0,3,0,0
P49321,356,235,208,127,123,215,162,234,7,89
P49338,115,175,261,183,126,611,30,32,77,3
P49401,0,2,0,0,10,0,0,2,0,0
P49419,2682,385,963,822,329,3201,738,2510,275,435
P49446,153,35,92,21,7,251,57,62,15,0
P49454,2,0,2,0,0,1,0,1,0,0
P49540,0,1,8,0,0,0,4,4,0,0
P49578,14,20,3,6,0,44,58,12,0,1
P49582,0,0,0,3,0,0,0,0,0,0
P49596,1623,921,1305,692,885,1817,1224,1600,312,1212
P49597,0,1,0,0,10,0,0,6,0,0
P49614,0,0,0,0,0,0,0,0,0,0
P49633,1,0,0,0,0,0,0,81,0,0
P49653,0,0,0,3,0,0,0,0,22,0
P49657,134,19,105,9,1,260,45,123,33,9
P49660,19,12,12,1,2,47,20,28,0,3
P49666,8389,8312,7826,5836,25682,7385,10817,6673,13025,13428
P49689,0,0,0,0,0,0,0,73,0,0
P49692,0,0,0,0,0,1,0,17,0,0
P49693,0,0,0,0,0,0,0,8,0,0
P49696,177,13,92,21,15,487,47,618,23,13
P49706,4081,2017,1370,1684,2906,5426,3960,3870,3189,3326
P49721,286,413,313,109,173,787,582,600,101,355
P49728,0,5,0,0,0,0,1,5,0,0
P49748,1306,850,1076,780,577,3099,1393,1848,756,2271
P49754,2230,1207,1566,730,689,2547,1833,2182,283,983
P49756,262,68,117,134,13,257,136,144,10,10
P49792,4,390,354,0,0,0,357,253,1,0
P49793,27,39,50,5,0,15,44,29,0,1
P49815,56,20,44,19,0,76,38,79,22,7
P49888,13,1,5,4,48,13,0,4,0,2
P49914,48,21,26,22,20,22,54,12,0,17
P49916,668,1189,1625,267,157,900,1253,1133,36,125
P49951,678,66,600,23,60,1570,453,1877,87,10
P49961,20,2,15,4,10,4,0,23,79,1
P50018,3,217,259,0,0,0,206,236,0,0
P50053,0,36,32,0,0,0,16,30,0,0
P50098,0,0,0,0,0,0,0,1,0,0
P50136,295,368,283,97,83,318,580,450,45,117
P50143,0,0,0,0,0,0,0,0,0,0
P50185,0,97,189,0,0,0,128,136,0,0
P50211,548,441,310,238,268,416,340,304,108,324
P50219,19,37,0,4,29,4,10,2,0,10
P50222,0,0,0,1,0,0,7,0,0,0
P50238,21,0,0,8,5,20,0,0,3,5
P50258,0,0,0,0,0,0,0,0,0,0
P50272,0,0,0,0,0,0,0,0,0,0
P50280,1093,267,399,113,66,3722,564,515,388,374
P50346,0,0,0,0,0,3,0,85,0,0
P50362,0,1,0,0,9,0,2,3,0,0
P50398,252,50,70,35,54,521,118,141,84,29
P50416,0,0,0,0,0,0,0,0,0,0
P50427,0,9,6,0,0,0,4,4,0,0
P50429,1829,661,1421,403,279,3063,395,3526,236,417
P50430,521,454,670,177,102,868,377,900,80,131
P50453,0,9,0,0,6,0,5,12,0,0
P50462,132,12,7,67,33,108,16,2,2,17
P50513,0,12,18,0,0,0,8,17,0,0
P50532,294,331,563,203,63,64,295,498,0,59
P50533,276,245,301,90,75,31,258,38,23,76
P50538,779,769,536,247,440,2388,1112,1164,265,646
P50578,200,144,101,41,16,52,81,52,91,29
P50591,715,119,688,56,14,974,263,574,42,4
P50607,1450,374,851,338,326,1946,711,1136,429,565
P50613,267,171,226,80,96,231,228,295,8,95
P50616,1493,954,889,511,898,3176,1814,1895,314,1589
P50637,1837,980,756,786,1224,2039,869,1190,370,1696
P50694,0,0,0,0,0,0,0,0,0,0
P50748,4,0,6,4,0,1,0,2,0,0
P50883,0,0,0,0,0,2,0,20,0,4
P50888,0,2,0,0,0,0,3,3,0,0
P50889,0,93,69,0,0,0,56,67,0,0
P50891,0,5,1,0,0,0,0,0,0,0
P50998,0,0,0,0,0,0,0,0,0,0
P51006,945,157,314,324,178,1497,192,354,95,230
P51049,86,31,48,13,67,91,47,33,35,24
P51058,0,13,0,0,0,0,0,0,0,0
P51106,76,25,144,23,24,30,10,5,25,4
P51121,7798,4993,1692,1941,3975,25053,9880,6728,5322,19536
P51135,0,0,0,0,0,0,0,0,0,0
P51142,0,0,0,0,0,0,1,0,0,0
P51147,0,0,0,0,0,0,0,0,0,0
P51151,331,306,305,84,196,565,486,456,124,197
P51156,0,0,0,0,0,1,0,6,0,0
P51166,193,141,134,59,84,227,119,103,49,90
P51281,0,221,259,0,0,0,170,172,0,0
P51398,102,45,68,50,32,84,88,117,17,61
P51408,0,18,0,0,0,0,0,0,0,0
P51414,0,1,0,0,0,0,0,3,0,0
P51424,0,3,0,0,7,0,0,2,0,0
P51508,0,0,0,0,0,0,0,0,0,0
P51512,16,1,7,3,6,0,3,5,0,2
P51566,3,492,415,0,0,0,470,296,0,0
P51568,0,0,0,0,0,0,0,0,0,0
P51570,367,294,684,146,70,504,302,721,58,89
P51580,129,59,480,14,3,63,155,346,8,24
P51589,20,4,6,12,0,12,3,16,0,4
P51593,851,265,246,275,200,680,545,437,43,298
P51610,48,3,35,0,1,67,9,96,0,0
P51611,0,145,133,0,0,0,83,86,0,0
