Entry,past_c1,past_c5,past_c6,past_c7,past_d1,past_d2,past_d3,past_d4,past_d5,past_d6,past_d7
Q1DCL2,102,14,29,9,57,48,24,48,25,35,16
Q1DCU1,49,16,35,8,33,42,21,29,36,10,14
Q1EBV6,0,0,0,3,0,0,0,0,0,0,0
Q1EBV7,0,0,0,0,0,0,0,0,0,0,0
Q1ECJ7,46,13,40,2,38,40,18,31,27,5,8
Q1ECV4,116,71,64,32,91,101,39,86,61,4,3
Q1ECZ2,21,5,7,2,9,18,5,0,13,3,1
Q1GNW5,25,11,13,3,28,45,5,18,14,10,6
Q1GP96,0,0,0,0,0,0,0,0,0,0,0
Q1GWT5,0,0,0,0,0,0,0,0,0,0,0
Q1HAQ0,112,69,65,14,114,93,56,37,34,32,9
Q1HG60,64,23,31,3,36,38,23,20,19,6,2
Q1HPW4,1,0,1,0,3,2,0,0,0,0,2
Q1IGL4,89,31,51,14,89,76,28,28,12,33,9
Q1IX33,0,0,0,0,0,0,0,0,0,0,0
Q1IY80,178,37,86,20,104,151,37,43,71,68,20
Q1JP63,71,49,62,3,76,90,58,86,51,28,25
Q1JPG1,0,0,0,0,0,0,0,0,0,0,0
Q1JQ97,0,0,0,0,0,0,0,0,0,0,0
Q1JQA3,57,23,56,1,34,29,17,10,7,0,6
Q1JQE0,0,0,0,0,0,0,0,0,0,0,0
Q1JUP5,21,1,7,10,45,4,9,7,4,12,0
Q1K9C2,713,154,267,44,904,471,228,211,90,321,32
Q1KKV8,0,0,0,0,0,0,0,0,0,0,0
Q1KMD3,255,90,235,9,185,294,115,56,79,36,12
Q1KME6,127,42,52,22,78,83,21,16,47,41,11
Q1KMR4,38,8,7,3,12,15,13,4,7,2,1
Q1KVU0,0,0,0,0,0,0,0,0,0,0,3
Q1L8I0,5,3,4,0,3,4,0,0,0,0,0
Q1L987,41,17,18,0,17,41,10,11,28,15,0
Q1LIL8,20,17,20,1,17,32,2,12,9,0,8
Q1LVE8,508,139,223,17,592,410,193,175,69,95,25
Q1LW01,197,72,175,15,296,233,82,106,55,79,3
Q1LWL2,5,1,10,2,6,2,3,0,1,0,0
Q1LWV7,11,4,19,1,1,16,0,2,4,0,4
Q1LXZ7,191,97,90,24,150,127,94,70,46,7,13
Q1LYM6,43,2,37,8,21,34,3,16,14,3,7
Q1LZ71,106,12,51,4,107,106,46,32,7,9,7
Q1LZ96,35,10,4,3,29,28,10,9,9,9,15
Q1LZC5,12,3,1,0,9,6,4,0,14,0,1
Q1M199,77,14,16,2,27,43,15,19,14,8,6
Q1M7A2,22,10,13,0,13,11,3,2,2,0,6
Q1NEI6,34,8,37,4,11,25,9,19,9,32,0
Q1PCB1,178,36,46,10,172,204,45,44,57,52,17
Q1PCQ8,37,28,53,2,30,66,23,18,49,23,10
Q1PDI2,172,69,86,15,167,171,94,83,51,31,4
Q1PEM5,96,57,81,9,106,102,40,63,83,24,2
Q1PET6,77,39,9,5,76,39,21,19,14,2,4
Q1PF08,0,0,0,0,0,0,0,0,0,0,0
Q1PRL4,178,69,86,14,137,175,82,57,57,62,22
Q1PSW8,91,23,86,9,61,122,30,25,21,6,12
Q1QEC2,87,46,55,12,68,65,38,24,20,27,16
Q1QH69,24,18,7,6,22,19,3,10,13,2,7
Q1QSX1,146,25,83,13,101,100,41,55,28,12,12
Q1QX69,293,132,124,35,265,293,85,113,86,65,35
Q1R477,73,28,37,0,99,133,20,20,25,9,15
Q1R4M4,52,8,32,1,60,72,29,14,37,15,1
Q1RDK6,0,0,0,0,0,0,0,0,0,0,0
Q1RK13,2,0,0,0,1,6,3,0,0,0,0
Q1RMP0,28,7,6,0,38,24,16,5,21,7,2
Q1RMP7,0,0,0,0,0,0,0,0,0,0,0
Q1RMQ3,61,29,58,9,28,46,11,5,19,2,9
Q1RQJ1,25,13,25,0,35,27,18,12,13,8,2
Q1WSC3,17,1,7,1,14,23,9,2,18,4,3
Q1XDD1,0,0,0,0,0,0,0,0,0,0,0
Q1XDE7,0,0,0,0,0,0,0,0,0,0,0
Q1XDF9,0,0,0,0,0,0,0,0,0,0,0
Q1XDK6,0,0,0,0,0,0,0,0,0,0,0
Q1XDM7,0,0,0,0,0,0,0,0,0,0,0
Q1XDP2,109,26,47,0,69,77,31,35,17,27,22
Q1XDP7,157,43,94,11,334,228,47,101,42,161,10
Q1XDQ6,49,12,17,10,47,55,19,15,14,9,3
Q1ZXF1,26,20,15,2,52,38,18,7,5,0,8
Q1ZXJ0,122,19,74,2,61,96,21,29,26,32,11
Q1ZXQ5,25,14,31,10,34,10,18,10,7,10,0
Q20390,65,16,3,7,66,44,51,13,12,18,6
Q20605,31,2,20,3,9,41,2,0,4,0,1
Q20666,0,0,0,0,0,0,0,0,0,0,0
Q20681,26,3,0,2,24,23,5,0,6,0,9
Q20748,206,72,108,13,193,207,57,93,56,40,17
Q20970,0,0,0,0,0,0,0,0,0,0,0
Q20EW8,0,0,0,0,0,0,0,0,0,0,0
Q20F12,95,45,56,10,84,84,8,36,15,37,10
Q21017,47,11,35,3,51,57,6,24,20,7,5
Q21122,286,101,182,34,331,272,145,153,133,86,23
Q21215,0,0,8,3,0,0,0,3,2,0,0
Q21221,1004,321,535,80,761,884,381,365,346,282,137
Q21268,114,36,44,11,75,58,33,33,28,28,7
Q21355,106,26,50,6,61,119,30,49,36,47,13
Q21565,117,38,98,18,90,120,66,63,65,40,17
Q21815,0,0,0,0,0,0,0,0,0,0,0
Q21902,0,0,0,0,0,0,0,0,0,0,0
Q21966,68,46,75,12,64,90,85,66,54,7,7
Q22000,57,76,32,3,37,95,68,42,44,20,9
Q22036,0,5,0,0,0,0,0,0,0,0,7
Q22070,17,0,5,0,6,12,2,5,2,0,2
Q22146,72,21,25,9,113,86,44,26,16,35,9
Q22307,74,14,42,2,55,13,23,14,9,12,0
Q22492,116,45,44,0,84,70,33,42,14,17,5
Q22494,160,42,16,11,138,106,62,60,23,21,2
Q22708,48,6,27,4,19,18,3,13,9,0,4
Q22875,0,0,1,0,2,3,0,0,0,0,0
Q22915,93,52,40,22,77,120,39,34,43,30,14
Q22RG7,24,12,22,0,22,22,19,10,9,0,11
Q22XZ3,16,7,2,3,16,21,7,2,4,0,6
Q23223,33,22,22,14,17,44,18,24,17,4,0
Q23551,0,0,0,0,0,0,0,0,0,0,0
Q23623,37,21,31,2,40,65,9,21,21,9,4
Q23670,134,28,144,8,95,100,56,41,70,25,4
Q23716,748,230,364,43,860,676,263,412,128,484,49
Q23858,335,81,160,13,274,293,77,120,80,175,26
Q23894,0,0,0,0,0,0,0,0,0,0,0
Q23917,331,54,104,23,235,224,73,98,82,38,15
Q23AS2,110,48,79,11,94,87,71,55,36,27,1
Q23F13,61,11,50,1,76,54,39,13,20,22,1
Q23FE2,36,23,20,1,21,22,11,24,33,0,7
Q23H79,8,0,3,0,28,3,1,4,3,2,0
Q23K29,237,80,187,39,211,176,110,135,81,17,11
Q23MT7,383,191,202,48,354,399,168,39,115,62,22
Q23SI8,171,64,120,15,191,157,55,81,21,54,14
Q23TC2,86,34,54,9,54,111,54,33,48,35,10
Q24087,185,31,97,8,157,130,56,26,35,25,6
Q24133,122,32,86,16,126,82,53,29,48,57,23
Q24208,0,0,0,0,0,0,0,0,0,0,0
Q24246,7,3,8,6,6,4,5,10,2,0,0
Q24270,0,0,0,0,0,0,0,0,0,0,0
Q24276,41,31,24,3,35,34,9,19,35,16,15
Q24278,469,78,24,21,353,376,75,157,52,8,30
Q24306,17,1,19,0,13,20,2,10,4,1,6
Q24331,98,44,55,22,92,78,18,22,46,30,23
Q24492,143,73,48,12,110,144,40,31,26,77,36
Q24574,0,0,0,0,0,0,0,0,0,0,0
Q24799,133,65,90,12,90,110,41,36,62,42,19
Q24895,52,8,40,21,34,50,21,18,30,0,6
Q24956,21,15,13,7,19,14,6,18,8,6,2
Q24DE2,253,64,117,33,258,212,112,70,84,64,23
Q24JJ8,0,0,0,0,0,0,0,0,0,0,0
Q24JN5,71,19,27,2,23,58,24,3,22,0,9
Q24K02,115,39,39,0,117,74,36,47,25,23,11
Q24V86,0,0,0,0,2,2,6,0,3,0,0
Q24VW9,0,0,0,0,3,0,2,3,0,0,0
Q25074,0,3,0,0,0,0,0,0,0,0,0
Q25330,0,0,0,0,0,1,0,0,0,0,0
Q25381,3,0,8,0,1,9,0,10,6,0,4
Q255M7,3,0,0,5,0,4,2,0,2,0,2
Q25691,204,56,89,24,166,171,92,81,61,96,23
Q25761,0,0,0,0,0,0,0,0,3,0,0
Q25998,0,0,0,0,0,0,0,6,0,0,0
Q25BW4,0,0,0,0,0,0,0,0,0,0,0
Q25BW5,224,36,166,17,142,199,84,70,79,25,33
Q26250,0,0,0,0,0,0,0,0,0,0,0
Q26537,0,0,0,0,0,0,0,0,0,0,0
Q26563,0,0,0,0,0,0,0,0,0,0,0
Q26613,91,25,26,10,81,86,36,5,21,0,9
Q26619,43,10,49,2,24,28,22,10,9,15,3
Q26626,449,144,327,47,425,354,213,121,190,74,40
Q26630,0,2,0,0,0,0,0,0,0,0,0
Q26678,99,93,212,23,122,91,110,76,143,44,23
Q27032,107,25,56,3,78,74,63,18,39,44,6
Q27171,112,29,86,5,171,107,67,66,27,38,7
Q27177,37,4,18,1,34,40,22,18,18,15,16
Q27178,2,4,0,0,6,5,8,8,12,4,0
Q27200,21,8,10,8,18,18,11,15,6,11,4
Q27256,60,30,76,1,57,65,31,37,16,15,8
Q27352,101,29,38,11,72,106,37,43,38,8,1
Q27474,48,8,27,1,11,41,3,7,34,2,20
Q27490,50,32,19,4,52,52,33,30,30,0,3
Q27497,4,0,21,0,18,7,3,10,7,0,2
Q27515,0,0,0,0,0,0,0,0,0,0,0
Q27518,0,0,0,0,0,0,0,0,0,0,0
Q27527,0,0,0,0,0,0,0,0,0,0,0
Q27802,656,109,345,36,464,474,83,152,128,157,25
Q27954,0,0,0,0,0,0,0,0,0,0,0
Q27960,1063,348,416,27,1293,950,447,331,251,487,43
Q27HV0,86,30,93,4,146,88,47,46,24,90,11
Q27IK7,318,111,176,27,261,317,122,144,181,48,29
Q27YU0,56,6,72,1,29,58,21,23,30,0,3
Q28056,191,52,83,12,112,189,70,44,112,31,44
Q28139,113,43,84,15,87,106,54,30,37,12,2
Q28141,85,36,21,2,81,80,20,10,18,20,3
Q28147,44,5,15,3,3,17,7,25,13,14,0
Q28279,107,16,31,6,120,73,42,39,40,57,7
Q28293,119,41,73,5,88,85,54,60,15,19,15
Q28371,8,4,4,2,19,29,0,4,9,15,0
Q28389,101,32,47,2,50,93,19,37,27,17,2
Q28620,29,12,35,2,20,34,12,12,7,30,3
Q28644,136,112,119,39,87,146,90,69,97,41,37
Q28647,2,64,93,11,1,6,53,77,48,66,13
Q28653,160,66,72,15,114,90,40,56,27,37,7
Q28811,224,45,83,6,218,201,64,136,20,106,22
Q28970,1,0,0,0,5,3,3,3,1,0,0
Q28BK1,74,21,34,0,106,81,18,31,12,31,0
Q28C22,273,80,148,25,229,215,91,63,93,33,19
Q28CU0,74,28,35,13,80,75,32,22,30,9,17
Q28CY2,0,0,0,0,0,0,0,0,0,0,0
Q28D01,146,45,78,6,149,119,49,56,43,59,21
Q28DH9,20,0,2,0,2,6,0,0,0,0,0
Q28DL4,8,1,15,0,11,4,2,3,6,9,0
Q28DS0,80,13,45,6,63,46,23,15,8,31,2
Q28DV7,120,41,26,1,203,167,49,80,19,36,3
Q28DZ1,113,81,82,12,94,132,52,40,51,6,7
Q28E13,0,0,0,0,0,0,0,0,0,0,0
Q28EL0,67,81,52,9,92,91,45,81,45,9,7
Q28EW0,171,50,61,3,152,148,47,70,52,47,18
Q28F07,31,15,31,5,18,45,13,11,13,1,0
Q28FA8,42,11,27,2,29,30,11,19,28,0,6
Q28FE0,129,50,30,13,117,128,59,38,42,15,11
Q28FF3,148,21,130,11,115,119,53,13,33,19,3
Q28G87,84,33,70,7,70,81,34,23,25,16,7
Q28GF5,25,11,9,0,23,45,15,2,12,4,7
Q28GH3,156,66,73,12,77,127,54,64,67,2,27
Q28H04,365,130,277,16,342,335,156,115,109,277,19
Q28H54,56,43,56,8,69,58,27,9,24,32,16
Q28H87,76,35,22,6,63,68,44,38,26,26,11
Q28HE9,90,49,26,4,80,81,40,14,26,15,12
Q28I38,74,69,72,22,65,108,37,35,52,7,8
Q28I85,123,34,71,4,87,75,24,51,25,1,15
Q28ID3,66,4,16,7,63,34,15,14,15,27,5
Q28IE5,39,20,0,2,23,33,5,2,21,6,2
Q28IG6,3,2,0,0,1,9,0,0,0,0,1
Q28IH8,113,46,64,16,81,105,36,90,32,35,5
Q28IL6,0,0,0,0,0,0,0,0,0,0,0
Q28IN4,28,6,10,0,17,23,14,3,18,0,8
Q28IV3,100,19,52,11,35,60,23,22,24,9,5
Q28IV6,124,52,96,5,121,114,32,70,25,19,19
Q28K03,0,0,0,0,0,0,0,0,1,0,0
Q28WQ1,207,109,167,16,220,250,104,87,111,53,24
Q29042,50,33,39,18,64,99,38,66,34,10,17
Q29116,60,18,21,6,33,69,23,14,25,0,0
Q29121,14,6,6,2,26,14,4,6,7,0,0
Q291H8,0,0,0,0,0,0,0,0,0,0,0
Q29437,0,0,0,0,0,0,0,0,0,1,0
Q29441,345,102,190,30,291,225,97,89,103,101,25
Q29450,0,0,0,0,0,1,0,0,0,0,0
Q29536,0,0,0,20,16,6,0,0,129,29,5
Q29551,0,0,0,0,0,0,0,0,0,0,0
Q29AK2,293,90,155,31,286,269,142,102,60,18,21
Q29AU5,9,1,0,1,3,3,0,0,1,0,0
Q29DY1,77,22,24,1,73,54,23,31,20,7,8
Q29JQ0,0,0,0,0,0,0,0,0,0,0,0
Q29L80,20,11,6,11,11,44,14,22,15,3,6
Q29NU5,17,6,7,0,5,14,2,2,8,0,4
Q29P71,69,24,24,3,87,53,35,29,12,13,3
Q29Q26,1141,416,609,82,1379,999,415,453,302,590,108
Q29RF7,425,99,144,36,316,344,93,158,94,63,19
Q29RI9,37,3,21,8,35,43,15,5,5,0,6
Q29RM1,91,27,24,3,41,61,51,31,44,0,0
Q29RU8,128,35,50,12,105,140,28,18,47,14,5
Q29RU9,18,7,0,0,7,25,0,7,7,0,1
Q29RV1,0,0,0,0,0,1,0,0,0,0,0
Q29RZ9,133,36,75,5,104,134,49,22,57,34,16
Q29S22,36,9,76,15,22,47,15,21,12,0,6
Q2EMV9,5,4,14,3,24,19,7,10,7,4,3
Q2FRT7,0,0,0,0,0,0,0,0,0,0,0
Q2FVD5,21,10,13,2,2,23,6,3,6,29,19
Q2FVJ6,81,36,49,8,76,147,25,23,12,38,7
Q2FWX9,0,0,0,5,0,0,0,0,0,0,0
Q2G506,9,5,0,0,16,11,6,1,3,0,3
Q2GD18,110,32,95,12,60,118,61,38,71,17,10
Q2GE60,0,0,4,0,0,0,0,0,0,0,0
Q2HA55,116,17,57,4,96,138,32,20,40,29,7
Q2HIE9,19,2,11,0,6,8,6,13,2,0,0
Q2HIW2,44,17,9,3,20,47,13,15,21,0,6
Q2HJ19,55,11,35,4,26,45,11,23,17,7,3
Q2HJ88,66,31,40,12,54,102,24,24,25,38,8
Q2HJ94,183,34,68,15,78,111,70,27,63,12,12
Q2HJD7,43,14,19,4,28,51,22,9,19,14,7
Q2HJH6,81,13,16,15,73,35,26,9,22,24,6
Q2HJH8,62,14,27,2,40,47,12,0,13,2,2
Q2HWK7,622,240,318,41,981,624,180,400,136,367,29
Q2IBB2,0,0,10,2,17,0,0,0,2,9,0
Q2IPI8,63,20,64,2,58,79,42,40,26,17,4
Q2J0A5,0,0,0,0,0,0,0,0,0,0,0
Q2JBP8,50,23,8,0,39,45,0,41,0,0,5
Q2JH51,0,0,0,0,0,0,0,0,0,0,0
Q2JHM1,29,26,28,0,49,69,13,41,16,35,4
Q2JJG8,123,61,94,1,103,111,60,28,34,21,13
Q2JNZ0,52,35,36,13,80,87,26,62,59,7,9
Q2JQK3,4,0,0,0,0,0,0,0,0,0,0
Q2JVR0,0,0,0,0,0,1,0,0,0,0,0
Q2K4E6,197,91,79,12,185,228,83,133,80,69,25
Q2KHP8,50,24,26,0,36,55,27,29,19,22,5
Q2KHS5,167,87,72,9,125,145,92,90,69,31,33
Q2KHT3,194,89,155,18,195,206,75,47,94,53,24
Q2KHT8,66,20,13,0,25,31,12,7,21,29,12
Q2KHZ9,161,31,75,3,77,106,43,26,49,6,22
Q2KI79,101,7,12,5,28,75,22,34,29,15,20
Q2KI89,30,2,9,0,14,4,2,3,6,1,2
Q2KIB9,72,23,28,4,54,60,24,27,36,11,8
Q2KIU7,98,47,73,4,90,81,48,23,16,25,16
Q2KJ16,0,0,0,0,0,0,0,0,0,0,0
Q2KJ25,58,22,25,0,37,39,27,10,16,14,4
Q2KJ63,100,32,54,10,78,88,59,39,59,38,7
Q2KJ96,27,9,10,10,13,40,9,7,24,5,6
Q2KJG8,203,80,113,22,140,210,68,61,91,28,33
Q2KJJ5,29,17,1,3,11,33,23,15,20,10,6
Q2KNL6,100,60,59,37,97,140,65,94,44,74,29
Q2KYS6,0,0,0,0,0,0,0,0,0,0,0
Q2M0J9,37,15,30,4,28,50,2,16,27,0,9
Q2M389,40,3,13,1,6,12,3,3,6,0,3
Q2M3G0,102,0,29,0,120,104,32,67,28,25,0
Q2M3R5,0,0,0,0,0,0,0,0,0,0,0
Q2M3Z7,2,3,0,0,7,2,0,15,4,3,0
Q2MFP1,52,23,40,1,109,33,32,17,17,20,1
Q2MV58,178,52,41,21,123,170,70,52,69,13,28
Q2NL17,5,3,0,0,0,1,0,0,2,5,1
Q2NTS8,37,16,13,0,23,18,6,11,9,7,3
Q2NV62,45,5,27,7,16,31,14,11,24,3,7
Q2PC20,0,0,0,0,0,0,0,0,0,0,0
Q2PC93,326,130,214,39,298,433,239,176,154,32,26
Q2PFW9,76,23,32,4,37,47,17,32,41,0,9
Q2PQH8,39,14,25,2,52,37,25,22,10,22,0
Q2PZI1,23,12,10,0,33,28,11,0,12,7,0
Q2QAV0,170,65,56,23,177,149,56,92,82,30,10
Q2QKB4,153,99,89,19,105,181,136,68,146,88,18
Q2QLB3,0,5,0,0,1,0,0,0,0,0,2
Q2QLF8,4,3,0,7,3,2,2,4,3,0,0
Q2QM47,252,128,96,21,217,162,105,84,68,57,30
Q2QMI0,28,3,12,2,28,22,14,0,5,6,1
Q2QP54,40,14,14,9,23,29,14,22,20,5,7
Q2QPW1,186,56,83,21,158,245,117,54,103,15,27
Q2QQR2,59,35,24,13,41,59,28,18,24,0,7
Q2QTC2,42,38,26,0,49,65,21,17,16,12,4
Q2QVG8,13,5,16,0,15,17,3,1,12,3,4
Q2QVG9,0,0,0,0,0,0,0,0,0,0,0
Q2QX01,10,0,0,1,3,6,0,2,11,0,2
Q2QY10,84,17,34,12,58,60,24,20,34,12,10
Q2QYW2,0,0,0,0,0,0,0,0,0,0,0
Q2R1M8,119,72,71,7,115,140,64,55,63,8,18
Q2R2B4,0,0,0,0,0,0,0,0,0,0,0
Q2R2P7,236,74,67,3,242,164,95,63,54,36,26
Q2RAC5,12,2,0,0,11,17,3,0,3,0,0
Q2RAR6,10,1,11,0,4,2,4,5,0,3,1
Q2RAV0,59,90,10,31,53,46,12,74,7,4,16
Q2RFQ4,125,57,43,8,128,113,43,88,13,68,7
Q2RFX9,0,0,0,0,0,0,0,0,0,0,0
Q2RIS7,203,39,53,13,153,158,72,57,45,47,12
Q2RMD6,955,346,328,63,1975,555,271,347,99,546,24
Q2RV56,69,31,44,5,85,72,11,14,9,18,4
Q2S012,197,38,131,13,142,95,38,74,22,45,18
Q2S0I2,160,41,85,9,90,116,45,24,36,32,5
Q2S0V0,0,0,0,0,0,0,0,0,0,0,0
Q2S915,63,24,58,1,54,66,20,9,25,0,2
Q2SLW3,58,8,30,6,38,40,21,15,28,8,5
Q2SN14,30,4,3,3,23,22,15,4,8,0,0
Q2SN18,112,47,29,9,57,48,28,30,25,20,3
Q2T4N2,56,17,53,4,43,43,24,26,5,14,0
Q2T9K6,0,0,0,0,0,0,0,0,0,0,0
Q2T9N3,0,0,0,0,0,0,0,0,0,0,0
Q2T9V8,12,22,14,2,11,29,8,7,11,0,4
Q2TA14,210,78,84,7,289,296,101,137,56,123,18
Q2TA25,0,0,0,0,0,0,0,0,0,0,0
Q2TA44,61,26,36,12,51,82,37,40,40,17,1
Q2TA57,77,28,58,19,61,117,69,67,65,18,21
Q2TAA5,74,25,28,3,37,37,17,22,14,8,2
Q2TBA0,40,16,32,2,15,47,8,22,14,11,3
Q2TBG8,61,23,26,5,35,52,19,28,43,5,3
Q2TBI5,0,0,0,0,0,0,0,0,0,0,0
Q2TBP0,13,8,21,0,9,8,9,3,7,18,5
Q2TBV1,175,63,69,11,117,144,47,41,37,8,22
Q2TBV3,22,6,13,13,32,31,8,6,11,19,1
Q2TCH3,784,283,373,34,1123,509,207,302,109,256,22
Q2TGJ4,123,44,81,10,96,100,32,30,34,8,10
Q2TZM9,21,10,11,0,9,12,13,0,7,8,0
Q2U4L7,163,41,89,29,137,154,70,77,47,65,13
Q2U6D4,53,17,27,1,24,53,33,15,24,6,11
Q2UPB6,25,12,15,15,30,29,16,7,10,0,1
Q2UPC0,6,2,0,0,5,4,0,0,1,2,0
Q2UST1,0,0,0,0,0,0,0,0,0,0,0
Q2UXQ5,4,38,29,5,1,6,31,6,59,5,14
Q2V3E2,75,34,80,5,58,47,29,18,48,6,2
Q2V6K0,99,25,103,7,114,79,66,37,30,35,12
Q2VEX9,53,14,17,2,34,26,10,26,17,24,3
Q2VF18,31,5,2,0,31,27,6,11,4,0,1
Q2VIR3,0,0,0,0,0,0,0,0,0,0,0
Q2VJ60,20,7,1,5,29,38,4,15,26,1,0
Q2VPM9,117,23,58,19,134,126,44,54,42,60,11
Q2VZE7,30,4,3,2,24,20,5,16,10,8,1
Q2W2I8,94,11,18,2,209,95,58,30,24,72,9
Q2XVR3,153,32,66,15,79,108,67,56,50,6,8
Q2XVR4,42,34,14,9,39,40,29,28,33,20,8
Q2XVR5,193,50,26,13,203,163,13,79,8,4,20
Q2XVR6,470,86,139,22,293,335,87,103,105,25,31
Q2XVR7,50,20,34,5,37,67,16,25,26,31,2
Q2XWK0,351,160,227,33,328,476,230,226,188,65,35
Q2Y0W8,31,32,1,6,20,45,3,10,3,25,4
Q30SM6,10,6,8,0,6,17,1,2,5,20,1
Q318D4,1121,204,774,77,906,755,315,454,126,476,76
Q318I6,16,3,8,7,5,8,14,8,3,0,0
Q31QE7,0,0,0,0,0,0,0,0,0,0,0
Q31RF0,0,0,0,0,0,0,0,0,0,0,0
Q31VP9,13,9,18,2,4,13,9,0,10,0,7
Q32KH0,126,57,137,17,118,126,74,61,52,13,3
Q32KH7,106,90,72,3,151,119,75,104,36,14,8
Q32KJ8,0,0,0,0,0,0,0,0,0,0,0
Q32KJ9,13,5,0,0,7,11,10,4,3,0,0
Q32KM6,166,77,116,23,155,192,54,33,72,70,28
Q32KP2,54,15,4,1,46,31,20,13,23,8,7
Q32KR6,263,115,204,30,319,292,141,87,96,81,11
Q32KX8,58,19,18,3,29,70,7,37,44,7,6
Q32L00,209,99,132,24,205,250,58,97,124,34,22
Q32L27,0,0,0,0,0,0,0,0,0,0,0
Q32L40,0,0,0,0,0,0,0,0,0,0,0
Q32LE3,0,0,0,0,0,0,0,0,0,0,0
Q32LN7,32,7,0,0,22,43,12,9,6,1,0
Q32LP4,0,0,0,0,0,0,0,0,0,0,0
Q32LS6,106,54,34,12,132,145,31,58,21,24,32
Q32N48,38,4,4,6,24,35,11,5,3,0,7
Q32P73,0,0,0,0,0,0,0,0,0,0,1
Q32PF2,70,33,33,6,107,47,20,25,22,2,0
Q32PL8,36,21,30,11,34,43,30,17,10,5,3
Q32PX7,0,0,1,0,0,0,0,0,1,0,0
Q32PX9,440,137,239,48,468,286,182,161,121,222,47
Q32PZ9,67,15,55,6,43,66,24,53,17,10,15
Q32Q06,0,0,0,4,0,0,0,0,0,0,0
Q32TF8,1161,424,573,113,1196,1071,454,441,274,329,89
Q32TG3,0,0,0,0,0,0,0,0,0,0,0
Q338P8,154,78,103,20,102,173,79,86,57,19,2
Q339X2,115,22,42,11,69,107,27,47,31,9,21
Q33AH8,6,1,5,0,2,7,4,13,1,3,4
Q34214,4,0,0,2,7,1,3,0,4,1,0
Q38676,0,0,0,0,0,0,0,0,0,0,0
Q38681,4,0,0,0,3,0,1,0,0,9,2
Q38772,35,12,12,2,43,60,9,20,10,0,2
Q38825,0,0,0,0,0,0,0,0,0,0,0
Q38833,107,24,53,0,87,67,33,25,15,17,4
Q38858,49,0,0,0,68,71,25,9,0,0,0
Q38861,36,6,12,1,48,13,2,8,18,6,0
Q38867,0,0,0,0,3,0,0,0,0,0,0
Q38868,23,15,25,1,15,17,7,0,9,14,7
Q38870,0,0,0,0,0,0,0,0,0,0,0
Q38871,54,22,41,0,50,46,31,33,21,0,1
Q38873,0,0,0,0,0,0,0,0,0,0,2
Q38896,216,59,80,11,165,146,73,29,77,35,18
Q38898,326,129,184,24,346,236,122,99,109,93,15
Q38931,680,189,392,42,506,542,260,253,223,169,45
Q38933,80,31,44,10,90,66,16,32,34,26,10
Q38942,145,57,54,12,122,163,54,25,57,77,39
Q38950,211,109,102,23,230,239,88,83,107,58,34
Q38953,282,85,99,7,225,148,95,83,38,19,15
Q38961,45,28,34,7,59,63,28,30,23,25,1
Q38997,199,83,114,25,227,186,94,93,62,41,14
Q38998,419,134,252,41,319,339,141,146,125,72,25
Q38AH0,280,130,185,29,287,239,129,158,103,82,25
Q38JU2,46,12,12,1,69,25,22,25,2,8,3
Q38V12,47,18,19,5,28,51,23,25,28,5,6
Q39011,0,0,0,0,0,0,0,0,0,0,0
Q39016,354,177,221,42,365,275,198,135,168,154,39
Q39023,135,31,90,13,118,141,44,44,61,21,12
Q39024,84,33,37,11,57,74,36,31,31,9,14
Q39026,0,0,0,0,0,0,0,0,0,0,0
Q39027,134,51,39,10,152,132,41,26,45,39,12
Q39030,146,24,85,0,88,67,49,31,24,13,1
Q39054,58,13,15,0,27,50,21,16,24,4,10
Q39069,0,0,0,0,10,10,1,4,5,0,0
Q39128,25,15,6,0,19,26,35,11,13,0,2
Q39129,4,5,8,3,4,5,0,1,0,0,0
Q39194,0,0,0,0,0,0,0,0,0,0,0
Q39219,0,0,0,0,0,0,0,0,0,0,0
Q39238,206,73,95,22,132,123,78,83,84,24,12
Q39254,121,45,46,13,98,106,63,25,48,32,9
Q39444,482,125,215,12,1096,339,197,197,76,332,14
Q39491,1,0,2,0,2,4,2,0,2,0,0
Q39493,979,293,374,57,965,774,281,240,177,210,83
Q39565,830,20,119,0,1113,590,117,318,75,103,0
Q39566,0,0,0,0,0,0,0,0,0,0,0
Q39570,110,51,42,10,98,115,45,51,82,9,5
Q39571,199,56,42,27,241,165,94,62,79,34,8
Q39572,286,93,192,25,215,230,106,94,106,82,33
Q39575,1241,339,701,99,1455,1045,453,403,386,290,37
Q39578,0,0,0,0,0,0,0,0,0,0,0
Q39591,1,0,0,0,0,0,0,0,0,0,0
Q39593,85,13,38,10,55,75,26,22,21,21,7
Q39596,0,1,0,0,0,4,0,3,1,0,0
Q39604,33,15,26,2,40,21,10,6,8,18,5
Q39608,732,100,170,32,914,742,114,481,86,190,41
Q39609,318,7,45,15,225,336,54,244,74,95,8
Q39610,718,234,186,89,1193,601,138,355,90,83,22
Q39613,799,194,428,78,780,624,259,279,128,381,91
Q39617,261,174,154,17,480,304,119,143,58,306,19
Q39618,27,7,13,1,14,17,1,12,10,9,9
Q39639,229,58,127,11,179,145,97,71,59,82,6
Q39709,221,92,186,32,232,231,71,144,74,261,38
Q39757,0,0,0,0,0,0,0,0,0,0,0
Q39758,1296,609,940,109,1286,1603,561,921,455,1138,176
