Entry,past_c1,past_c5,past_c6,past_c7,past_d1,past_d2,past_d3,past_d4,past_d5,past_d6,past_d7
P34795,0,0,0,0,0,0,0,0,0,0,0
P34796,336,91,88,16,278,243,104,88,85,24,10
P34899,0,0,0,0,0,0,0,0,0,0,0
P34913,45,10,26,0,21,42,10,26,32,3,2
P34934,56,28,59,8,46,78,12,12,36,4,10
P34949,14,11,11,3,7,12,1,3,3,2,2
P35007,988,289,443,48,759,858,358,596,269,510,134
P35041,3,8,8,0,23,12,4,1,1,0,2
P35074,37,2,12,2,14,17,2,4,5,3,0
P35084,445,142,199,34,359,407,123,171,165,83,12
P35100,159,42,47,4,149,145,77,63,45,32,4
P35129,1739,524,980,84,1825,1600,658,871,333,1221,180
P35130,50,5,31,0,24,28,16,6,17,8,21
P35182,204,76,114,26,149,181,73,70,100,54,36
P35187,0,0,0,0,0,0,0,0,0,0,0
P35197,0,0,0,0,0,0,0,0,0,0,0
P35217,241,71,160,2,194,194,72,87,77,39,2
P35251,414,138,207,29,324,433,181,121,91,73,35
P35288,2,2,0,0,0,0,0,0,0,0,0
P35317,0,0,0,0,0,0,0,0,0,0,0
P35432,7,8,7,0,10,3,0,0,0,0,0
P35446,510,238,378,45,542,507,237,288,213,90,25
P35447,98,39,53,8,157,148,48,43,9,26,4
P35500,0,0,0,0,0,0,0,0,0,0,0
P35559,112,78,96,25,149,87,67,73,33,32,4
P35567,169,93,103,17,154,147,88,91,77,17,14
P35600,0,0,0,0,0,0,0,0,0,0,0
P35604,25,5,5,3,38,29,3,12,11,8,1
P35611,53,16,9,0,37,41,14,16,2,17,3
P35627,35,7,12,1,12,24,12,2,9,0,2
P35684,1282,404,797,114,1167,992,578,752,260,799,164
P35815,0,0,25,0,0,0,0,0,0,0,0
P35839,143,48,97,15,193,100,70,190,46,34,17
P35858,2,0,7,0,0,0,0,0,0,5,0
P35875,0,0,0,0,0,0,0,0,0,0,0
P35912,0,0,0,0,0,0,0,0,0,0,0
P35979,0,0,0,0,0,0,0,0,0,0,0
P36021,52,21,43,2,57,48,24,36,18,9,5
P36062,81,13,43,6,24,54,6,13,21,2,11
P36070,110,56,70,14,89,131,67,38,61,20,4
P36113,91,59,86,15,48,67,32,33,51,4,6
P36182,5,0,4,3,5,4,3,0,1,2,0
P36183,496,73,327,22,425,464,158,195,162,270,33
P36209,132,71,72,5,150,166,68,31,46,11,13
P36372,33,5,30,7,20,36,36,24,11,1,4
P36397,0,0,0,0,0,0,0,0,0,0,0
P36404,19,15,1,5,13,10,4,14,14,4,0
P36409,14,1,0,0,5,12,4,9,2,2,0
P36415,0,0,0,0,0,0,0,0,0,0,0
P36428,635,165,277,51,662,577,275,233,193,212,25
P36505,5,0,2,0,6,8,0,4,1,0,0
P36537,66,24,23,12,38,95,26,24,20,26,11
P36552,24,0,19,0,15,21,1,2,1,5,7
P36587,0,0,0,0,0,0,0,0,0,0,0
P36601,0,0,0,0,0,0,0,0,0,0,0
P36604,61,14,33,0,39,75,10,10,34,1,6
P36639,28,17,23,4,13,23,4,2,7,0,0
P36683,746,191,244,56,952,808,213,345,134,427,68
P36774,112,76,105,11,196,124,117,93,50,39,16
P36776,228,36,54,14,204,214,74,54,48,68,21
P36841,3461,1000,2197,140,3474,2315,1294,1205,484,1545,176
P36861,12,3,4,1,3,8,0,5,0,0,0
P36863,81,25,42,5,106,74,43,25,40,24,18
P36873,111,34,42,10,73,93,37,36,38,6,2
P36914,179,57,149,14,170,184,75,67,46,31,28
P36929,2,8,4,0,4,22,4,0,0,8,10
P36982,885,296,457,54,704,866,308,261,214,174,101
P37024,164,46,51,10,158,147,60,43,52,10,12
P37039,34,0,27,0,24,23,8,4,9,0,3
P37101,0,0,0,0,0,0,0,0,0,0,0
P37116,293,81,117,26,352,188,89,104,58,140,17
P37164,0,0,0,0,0,1,0,0,0,0,0
P37167,93,25,40,2,87,60,28,40,31,18,14
P37285,50,20,9,8,41,32,19,18,19,14,4
P37294,215,69,122,27,193,229,113,118,90,31,13
P37366,44,13,82,19,21,65,33,27,43,11,15
P37384,150,83,44,10,147,120,71,29,25,116,11
P37472,0,0,0,0,0,0,2,0,0,0,0
P37518,68,21,12,2,32,60,17,25,37,6,3
P37545,32,17,49,2,21,42,18,10,10,0,4
P37556,15,11,6,9,13,14,5,9,2,0,9
P37597,43,43,12,4,54,53,43,10,36,0,3
P37610,187,44,50,8,131,90,33,38,21,8,25
P37634,0,0,0,0,0,2,0,0,0,0,0
P37686,0,0,0,0,0,0,0,0,0,0,0
P37693,15,2,2,5,2,9,1,0,13,0,0
P37694,71,7,37,2,55,69,29,41,15,20,22
P37747,11,8,24,0,12,33,6,3,30,5,7
P37832,320,60,222,18,226,239,124,121,68,77,29
P37891,0,0,0,0,0,0,0,0,0,0,0
P37967,83,28,42,3,142,94,62,33,15,34,2
P38016,72,40,39,10,60,109,32,33,16,22,16
P38051,5,17,0,6,9,14,3,26,2,0,0
P38080,13,5,0,0,6,5,8,0,4,1,1
P38088,0,0,0,0,0,0,0,0,0,0,0
P38129,47,28,24,7,45,39,22,31,17,5,17
P38130,38,13,50,8,47,22,24,13,23,14,9
P38149,140,56,70,1,105,117,58,0,51,26,15
P38160,270,118,191,33,230,258,138,97,96,90,35
P38191,163,46,56,3,134,95,67,58,44,52,1
P38205,7,3,0,0,15,14,5,6,7,0,0
P38287,37,18,20,8,59,67,34,29,11,11,0
P38295,24,10,14,1,18,22,4,12,2,6,0
P38310,46,4,22,4,37,65,14,24,4,112,3
P38328,10,4,6,0,10,7,3,4,18,0,0
P38379,0,0,0,0,0,0,0,0,0,0,0
P38420,322,101,141,15,292,282,105,73,111,52,24
P38433,2,0,0,4,0,9,2,1,0,0,0
P38494,162,51,77,14,124,169,67,69,69,63,42
P38523,78,19,40,7,78,58,20,27,19,63,11
P38545,10,5,14,1,20,13,2,6,4,0,2
P38555,70,14,28,8,78,77,28,42,40,21,27
P38605,26,20,9,1,46,42,12,36,2,9,2
P38631,119,24,59,21,102,97,45,55,43,13,9
P38650,15,2,9,1,7,4,6,0,1,0,0
P38658,0,0,0,0,0,0,0,0,0,0,0
P38661,0,1,2,2,0,0,16,7,0,0,0
P38680,517,102,198,35,505,445,150,127,111,128,38
P38681,0,0,0,0,0,0,0,0,0,0,0
P38690,0,0,0,0,0,0,0,0,0,0,0
P38708,272,36,99,16,239,213,93,66,42,90,21
P38716,4,0,5,4,0,0,0,0,0,0,0
P38921,259,76,102,41,243,216,81,129,60,50,15
P38922,121,17,60,6,93,79,34,25,27,28,22
P38935,1,0,0,3,6,11,0,5,1,0,7
P38994,134,40,79,12,125,112,17,54,48,25,27
P38999,181,40,96,14,94,153,89,56,67,34,13
P39007,40,16,8,8,67,44,18,29,5,24,1
P39057,315,32,112,17,336,243,50,34,58,57,6
P39101,92,28,67,18,75,117,49,41,81,5,15
P39109,325,115,166,18,318,263,114,157,70,87,19
P39115,25,8,7,2,17,24,9,16,7,6,12
P39332,37,14,21,0,9,29,18,7,10,12,6
P39368,9,13,23,1,7,37,5,13,11,0,0
P39398,137,45,52,2,169,109,40,44,17,30,4
P39515,0,0,0,0,0,0,0,0,0,0,0
P39524,3,90,70,11,2,13,43,67,61,37,18
P39574,208,65,66,20,141,186,61,96,71,31,19
P39640,9,0,0,0,7,0,2,0,0,16,0
P39652,7,12,8,8,3,29,11,12,7,12,4
P39665,77,9,40,1,115,47,10,31,7,8,0
P39692,1047,335,319,76,1101,997,344,351,266,433,74
P39694,0,0,0,0,0,0,0,0,0,0,0
P39724,16,5,6,5,15,10,7,0,6,0,3
P39823,0,2,12,0,10,9,1,1,15,0,0
P39845,98,69,58,17,112,98,57,40,39,34,4
P39847,0,0,0,0,0,0,0,0,0,0,0
P39864,12,6,4,11,33,18,1,9,11,2,13
P39865,0,0,0,0,0,0,0,0,0,0,0
P39868,58,14,24,9,40,53,17,23,14,6,5
P39872,93,0,51,0,89,106,10,65,17,112,0
P39896,0,0,0,0,0,0,0,0,0,0,0
P39951,25,5,23,4,23,37,8,9,8,0,0
P39981,142,36,68,2,97,155,88,39,63,5,3
P39986,203,78,91,25,188,138,71,89,64,24,24
P40055,42,27,30,3,44,68,8,9,35,0,4
P40074,86,33,101,2,136,96,64,28,46,0,3
P40108,29,1,10,2,17,25,6,4,3,6,5
P40137,77,37,103,6,80,81,70,18,82,55,7
P40228,44,29,3,10,34,44,16,25,17,13,5
P40231,0,0,0,0,0,0,0,0,0,0,0
P40235,77,44,31,14,73,71,29,36,37,11,7
P40318,8,4,27,0,9,3,9,0,3,0,3
P40358,25,2,8,5,13,23,3,5,3,4,3
P40392,165,61,84,7,212,107,60,52,38,106,8
P40421,12,7,13,2,20,17,5,15,7,2,0
P40501,122,23,48,4,99,77,28,41,21,47,2
P40513,3,2,8,0,7,6,5,0,5,4,2
P40525,494,166,410,30,430,364,155,466,119,330,70
P40561,70,32,59,2,38,75,24,32,39,0,7
P40564,91,18,79,4,66,71,39,42,22,17,14
P40618,92,27,67,13,84,102,44,45,57,13,8
P40655,0,0,0,0,0,0,0,0,0,0,0
P40761,23,21,13,15,16,28,10,5,13,1,0
P40796,212,55,159,19,231,268,90,72,56,106,9
P40798,0,0,0,0,0,0,0,0,0,0,0
P40806,436,161,241,51,665,316,163,181,122,130,20
P40859,34,5,31,0,17,29,13,22,29,0,0
P40862,339,128,132,14,576,397,130,194,101,231,29
P40882,79,18,33,3,43,55,3,7,16,1,8
P40893,36,9,24,3,28,39,26,19,3,24,6
P40896,112,53,48,15,100,102,49,28,35,1,12
P40937,54,14,24,1,21,40,15,16,10,0,17
P40974,0,0,0,0,0,0,0,0,0,0,4
P40984,0,0,0,0,0,0,0,0,0,0,0
P40989,213,109,166,31,180,181,116,103,72,53,11
P40999,56,15,11,0,52,37,8,5,8,11,6
P41001,119,44,53,10,114,136,55,42,56,14,12
P41041,233,73,108,16,168,156,81,63,61,92,32
P41042,0,0,0,0,0,0,0,0,0,0,0
P41043,0,0,0,0,0,0,0,0,0,0,0
P41128,2039,418,1625,119,1571,1762,797,1306,444,1490,171
P41179,31,6,19,0,17,31,8,12,18,0,11
P41203,702,399,518,157,696,959,463,734,434,979,195
P41208,6,1,0,0,1,2,1,0,4,1,0
P41210,66,31,65,10,50,56,21,32,35,0,2
P41233,9,0,6,0,13,1,7,7,0,0,0
P41234,184,46,51,10,233,162,55,60,21,48,10
P41240,76,36,72,4,90,62,10,48,33,41,1
P41351,836,173,427,53,564,943,379,399,239,652,104
P41352,4450,1051,2188,267,3540,3150,1459,1784,764,2156,255
P41387,131,31,42,18,59,97,36,32,43,25,26
P41389,0,0,0,0,0,0,0,0,0,0,0
P41413,166,68,138,28,203,168,73,46,46,46,18
P41515,610,167,194,22,775,436,202,190,94,198,18
P41561,694,191,323,33,961,608,252,209,108,235,33
P41624,0,0,0,0,0,0,0,0,0,0,0
P41753,85,12,46,9,99,37,0,32,23,15,7
P41759,473,132,172,17,493,457,211,107,86,127,13
P41764,6,0,6,3,0,2,0,0,0,0,1
P41798,0,0,0,0,0,0,0,0,0,0,0
P41879,36,26,38,2,35,50,20,14,11,2,0
P41925,48,21,23,7,44,27,23,14,32,0,2
P41938,74,14,38,2,47,48,20,18,23,25,10
P41992,0,4,0,0,0,0,0,0,0,0,0
P42023,3,0,19,2,5,6,0,13,8,6,0
P42042,105,38,40,13,56,96,15,20,68,15,9
P42058,831,255,426,80,756,708,396,475,222,279,125
P42108,0,0,0,0,0,0,0,0,0,0,0
P42125,48,15,30,4,29,23,19,20,14,6,0
P42197,79,21,51,8,70,81,29,11,22,39,0
P42211,10,1,2,6,12,27,10,2,5,0,0
P42285,148,53,60,11,122,125,85,51,75,37,15
P42316,0,0,0,0,0,0,0,0,0,0,0
P42322,238,156,239,43,208,288,109,107,156,36,19
P42497,5,10,0,0,12,16,6,8,3,0,0
P42521,0,0,0,0,0,0,0,0,0,0,0
P42525,720,176,286,75,678,594,224,234,203,140,69
P42566,109,33,25,12,50,70,54,33,37,7,6
P42577,440,87,137,6,465,397,154,115,101,307,21
P42592,2,2,4,0,2,27,2,1,6,0,3
P42620,240,37,41,1,236,155,66,90,24,107,12
P42650,90,21,37,6,63,48,39,21,22,22,1
P42661,48,23,21,2,46,64,7,42,1,33,1
P42665,449,80,312,60,458,463,124,200,226,209,104
P42693,128,21,56,6,61,74,64,50,35,16,20
P42696,167,22,64,8,64,118,37,43,50,14,10
P42697,12,6,5,0,10,17,6,0,5,7,1
P42720,65,9,77,6,81,102,32,34,37,24,22
P42730,363,102,70,20,631,369,161,129,59,205,10
P42731,11,4,15,1,6,5,14,18,5,3,0
P42766,995,349,865,67,843,799,506,837,204,751,120
P42789,486,235,194,54,407,473,246,195,140,44,23
P42791,0,0,1,0,0,0,0,0,0,0,0
P42799,26,5,3,3,48,11,1,18,1,5,2
P42818,269,90,150,28,157,206,99,82,88,47,22
P42824,412,118,212,53,378,319,198,119,124,129,24
P42825,15,9,0,1,8,3,4,5,4,0,3
P42942,1,2,0,0,5,2,1,0,0,0,0
P43004,150,5,76,0,149,151,47,6,62,8,0
P43006,0,0,0,0,0,0,0,0,0,0,0
P43010,0,0,0,0,0,0,0,0,0,0,0
P43063,3,3,0,0,0,0,0,0,0,0,0
P43080,123,52,97,9,66,106,71,51,45,20,18
P43156,458,84,232,41,364,316,171,247,141,125,54
P43157,225,113,148,35,151,289,144,112,119,44,21
P43159,84,9,9,10,39,68,37,3,21,0,4
P43245,332,133,117,16,387,329,148,163,137,83,22
P43296,167,57,115,7,100,148,52,45,53,57,17
P43298,0,0,0,0,0,0,0,0,0,0,0
P43299,200,28,51,4,144,144,39,60,24,64,10
P43333,0,0,0,0,0,0,0,0,0,0,0
P43353,0,0,0,0,0,0,0,0,0,0,0
P43378,0,0,0,0,0,0,0,0,0,0,0
P43388,95,22,35,29,49,64,43,40,31,20,9
P43450,97,75,57,14,88,80,58,39,34,12,6
P43487,21,9,0,0,19,11,0,4,0,2,0
P43490,156,42,54,20,82,130,58,44,44,47,24
P43509,94,28,36,2,68,96,39,61,28,15,17
P43510,1129,273,491,56,1193,982,457,328,169,448,137
P43524,832,307,518,110,783,738,366,347,260,160,55
P43535,12,4,0,0,6,8,6,8,3,0,1
P43565,8,0,0,0,0,0,0,0,0,0,0
P43567,640,143,592,16,697,567,203,372,139,872,29
P43645,18,8,19,4,9,12,2,16,13,6,2
P43646,57,25,65,4,50,41,12,15,13,7,6
P43783,158,49,53,4,109,132,66,33,43,26,10
P43842,220,62,95,14,246,157,76,73,26,48,10
P43860,0,0,0,0,4,0,0,4,0,0,0
P44074,25,8,16,7,28,28,9,7,5,7,4
P44094,88,34,33,7,62,61,21,32,4,7,7
P44121,46,12,32,2,48,40,13,10,22,25,0
P44263,303,71,129,15,382,204,134,200,35,151,13
P44318,19,14,31,1,14,10,11,12,11,3,6
P44429,163,49,68,19,164,148,77,112,42,77,21
P44718,6,0,2,0,7,7,1,1,0,0,5
P44865,889,306,550,62,1019,889,406,514,189,610,76
P45078,0,0,0,0,0,0,0,0,0,0,0
P45081,115,47,55,1,101,73,35,53,44,46,4
P45127,259,89,251,33,277,246,140,177,69,246,42
P45192,1653,582,707,124,2047,2067,830,866,368,527,140
P45295,74,19,31,0,54,63,24,31,25,26,7
P45315,7,2,5,0,33,22,7,0,3,5,2
P45350,0,0,0,0,0,0,0,0,0,0,0
P45369,74,23,50,4,79,61,22,12,30,12,8
P45510,46,26,31,11,38,45,12,11,17,5,4
P45521,14,7,11,0,17,4,0,12,6,0,17
P45524,3,3,14,1,15,1,4,7,1,0,0
P45598,79,16,36,15,56,58,23,29,10,3,7
P45623,1,0,0,0,0,0,0,0,0,0,0
P45700,23,6,14,0,15,10,2,0,2,0,7
P45745,118,49,77,28,113,104,53,40,38,54,14
P45798,435,225,326,24,329,496,304,224,220,108,55
P45843,355,167,189,44,455,366,189,137,118,97,24
P45856,22,7,24,4,9,7,10,2,16,0,1
P45862,1,0,0,0,0,0,2,0,1,1,0
P45867,43,11,19,3,33,40,12,8,6,6,3
P45894,0,0,0,0,0,0,0,0,0,0,0
P45951,101,28,43,10,71,72,18,48,42,24,12
P45954,0,0,0,0,0,0,0,0,0,0,0
P45963,106,20,39,7,61,80,14,19,10,33,11
P45974,218,91,165,18,223,166,53,106,95,40,21
P45982,124,34,54,17,122,124,44,80,24,56,17
P46032,292,84,155,25,240,238,59,85,62,70,14
P46098,336,103,170,13,581,348,141,145,65,62,3
P46239,4385,1108,2571,299,4078,4111,1520,2390,794,4199,306
P46263,0,0,0,0,0,0,0,0,0,0,0
P46273,0,0,0,0,0,0,0,0,0,0,0
P46284,502,95,240,7,514,364,150,220,109,149,65
P46286,6,0,0,0,2,7,6,3,0,2,1
P46293,705,190,676,84,569,506,242,441,197,477,112
P46313,0,0,0,0,0,0,0,0,0,0,0
P46333,72,20,25,3,38,54,4,14,18,0,4
P46351,40,3,33,0,9,20,17,0,2,6,0
P46409,46,27,25,9,51,59,13,18,10,16,18
P46428,44,22,47,0,59,45,20,25,10,0,1
P46436,287,48,159,12,143,225,89,81,60,95,18
P46437,47,8,32,7,31,21,12,8,31,7,4
P46466,204,28,140,10,212,95,52,48,54,52,25
P46471,0,0,0,0,0,0,0,0,0,0,0
P46541,36,3,12,3,13,22,15,0,6,3,17
P46575,0,0,0,0,0,0,0,20,0,0,0
P46595,56,4,13,0,55,38,20,16,4,46,0
P46629,62,11,36,3,49,46,14,25,8,25,4
P46655,64,16,35,11,36,48,12,37,30,9,2
P46686,177,76,112,26,140,152,59,43,76,47,16
P46793,79,58,107,17,123,132,71,89,46,132,6
P46794,0,0,0,0,0,0,0,0,0,0,0
P46822,115,65,84,18,108,114,81,35,44,16,16
P46824,76,31,51,0,23,42,18,20,29,2,8
P46825,160,57,49,8,132,124,50,62,34,12,1
P46850,82,29,32,9,82,112,36,9,59,13,11
P46863,382,61,195,16,412,346,140,111,73,162,22
P46869,21,12,31,0,35,15,6,10,24,0,5
P46871,137,81,97,23,118,181,49,53,37,14,0
P46872,37,43,53,15,22,20,27,54,27,2,7
P46873,24,14,11,5,18,21,7,3,3,10,2
P46874,94,38,35,15,122,86,16,9,10,16,12
P46915,129,30,48,25,119,112,62,79,63,42,22
P46942,331,99,136,12,301,265,109,129,54,64,18
P46953,50,41,27,6,58,82,49,55,24,61,2
P46975,0,0,0,0,0,0,0,0,0,0,0
P46978,97,54,33,4,110,105,45,28,28,18,11
P47047,0,0,0,0,0,0,0,0,0,0,0
P47075,180,59,79,28,191,176,47,55,87,68,23
P47160,27,6,20,6,20,19,8,16,8,0,0
P47169,0,0,0,0,0,0,0,0,0,0,0
P47179,362,33,128,17,393,303,86,81,68,144,25
P47197,0,0,0,0,0,0,0,0,0,0,0
P47198,20,1,8,0,9,2,5,11,0,2,0
P47708,52,24,57,1,33,36,25,35,25,7,6
P47758,137,28,76,14,113,97,69,49,19,18,7
P47788,28,4,16,8,26,30,6,27,2,23,5
P47808,0,6,5,0,4,5,1,5,8,0,0
P47816,25,5,34,10,22,30,24,6,28,10,9
P47826,0,0,0,0,0,0,0,0,0,0,0
P47835,0,0,1,0,4,3,1,0,0,12,0
P47838,0,0,0,0,0,0,0,0,0,0,0
P47844,0,0,0,0,0,0,0,0,0,0,0
P47938,17,11,11,1,32,26,22,22,20,4,6
P47943,0,0,0,0,0,0,0,0,0,0,0
P47946,136,40,90,19,105,124,63,80,66,43,43
P47961,275,74,121,25,315,268,161,109,72,127,34
P47973,157,46,117,10,147,95,44,67,48,24,3
P47974,111,38,85,13,129,65,25,83,21,39,2
P47976,129,64,153,1,147,96,75,61,81,43,3
P47979,9,1,5,0,19,0,5,14,0,11,0
P47980,210,96,146,28,208,177,98,137,95,42,18
P47990,190,104,152,22,280,218,116,146,60,227,9
P48065,0,0,0,0,1,1,0,0,0,0,0
P48103,252,41,98,27,179,125,67,70,37,26,12
P48104,0,0,0,0,0,0,0,0,0,0,0
P48112,4,0,0,0,14,0,0,0,0,0,1
P48150,0,1,0,0,0,0,0,1,0,4,0
P48158,0,0,0,0,0,0,0,0,0,0,0
P48163,399,135,137,20,565,215,119,135,24,292,8
P48182,0,0,0,0,0,0,0,0,0,0,0
P48236,69,44,42,11,106,57,26,31,25,33,14
P48295,5,0,0,0,8,20,2,0,9,8,4
P48353,43,23,74,10,56,48,39,22,42,6,11
P48375,36,23,26,0,25,40,11,20,18,0,8
P48410,126,34,54,12,68,106,78,51,33,21,11
P48416,139,43,45,11,160,144,71,22,22,23,2
P48422,67,27,34,8,105,93,15,29,10,51,12
P48449,46,16,5,1,60,69,27,30,10,5,2
P48456,140,55,98,9,218,110,70,60,55,73,19
P48467,486,187,356,71,393,432,245,189,197,77,75
P48480,5,0,0,0,0,0,0,0,0,0,0
P48481,1,0,0,0,3,4,1,0,0,0,3
P48487,24,6,19,14,40,32,16,17,7,2,10
P48496,0,0,0,0,0,0,0,8,0,0,0
P48506,348,142,172,33,350,289,122,211,103,151,28
P48528,0,0,0,0,0,0,0,0,0,0,0
P48534,0,0,0,0,0,0,0,0,0,0,0
P48550,72,34,53,8,53,76,24,17,29,16,12
P48580,0,0,0,0,0,0,0,0,0,0,0
P48583,14,3,7,0,2,10,16,1,13,5,6
P48591,0,0,0,0,0,7,0,0,4,7,0
P48598,43,4,38,5,36,27,13,20,11,28,17
P48636,11,7,0,0,5,6,6,3,2,0,2
P48726,113,22,34,13,92,137,49,69,65,28,17
P48727,131,56,89,12,163,184,67,71,56,24,16
P48768,59,13,34,0,41,25,23,25,30,20,0
P48777,0,0,0,0,0,0,0,0,0,0,0
P49008,122,22,44,17,60,107,41,59,33,17,9
P49018,35,15,29,6,42,50,7,24,12,6,10
P49030,6,0,0,0,3,6,10,3,0,25,0
P49075,743,166,378,25,1276,582,185,244,159,434,31
P49076,542,121,364,37,712,385,199,264,134,498,43
P49086,268,74,73,11,446,228,66,108,41,249,8
P49090,46,14,9,0,19,47,19,12,12,11,1
P49096,1561,370,599,59,2141,1317,564,755,249,929,64
P49097,70,19,40,6,85,76,41,15,34,20,12
P49100,10,15,29,4,19,27,19,14,32,0,6
P49102,39,4,39,0,53,58,30,35,5,22,0
P49118,573,162,251,46,590,453,190,240,149,265,66
P49193,20,11,3,0,5,7,2,6,5,0,4
P49199,292,87,215,34,302,218,59,161,104,244,71
P49210,735,271,595,58,485,512,374,521,202,539,100
P49215,2775,776,1870,160,2460,2004,1019,1595,504,2077,208
P49253,80,32,46,6,63,63,23,24,27,17,0
P49305,133,32,62,12,112,91,30,49,36,17,4
P49332,37,15,14,0,28,39,20,34,22,5,26
P49356,74,15,62,7,50,67,33,43,47,3,19
P49366,49,5,22,5,28,27,14,7,7,23,11
P49396,0,0,0,0,0,0,0,0,0,0,0
P49397,2153,715,1527,181,1818,1746,792,1465,450,1734,198
P49405,0,0,0,0,0,0,0,0,0,0,0
P49471,173,21,99,10,104,148,39,81,30,22,7
P49472,327,110,251,13,1808,312,122,157,152,840,29
P49478,0,0,0,0,8,0,0,0,0,0,0
P49481,78,14,96,6,73,78,34,43,31,62,8
P49488,80,35,45,10,100,79,42,40,38,6,5
P49550,61,4,16,2,41,38,9,10,4,3,7
P49577,0,0,0,0,0,0,0,0,0,0,0
P49582,40,18,8,3,41,28,21,6,22,0,3
P49606,538,74,192,27,627,417,141,94,67,83,7
P49608,19,5,6,1,6,15,5,3,9,0,4
P49633,185,24,103,16,134,119,86,56,36,46,23
P49638,53,19,20,18,19,63,23,30,31,0,6
P49642,120,36,38,1,143,74,39,33,32,22,6
P49673,0,0,0,0,0,0,0,0,0,0,0
P49691,0,0,0,0,0,0,0,0,0,0,0
P49712,0,0,0,0,0,0,0,0,0,0,0
P49724,0,0,0,0,0,0,0,0,0,0,0
P49727,75,36,27,3,78,64,34,40,22,18,16
P49729,126,37,73,9,116,155,49,60,33,76,6
P49730,40,4,23,3,69,43,10,1,28,40,2
P49731,353,131,170,34,365,385,246,117,95,62,20
P49735,299,69,48,5,355,166,76,86,42,38,2
P49736,0,0,0,0,0,0,0,0,0,0,0
P49739,0,0,0,0,0,0,0,0,0,0,0
P49756,120,108,123,32,86,181,72,61,124,17,27
P49759,54,21,44,2,42,55,28,23,46,14,19
P49964,38,3,17,0,22,12,4,3,5,8,5
P49972,163,20,62,6,154,140,52,30,52,32,14
P50021,41,12,28,0,25,22,5,1,0,21,0
P50063,0,0,0,0,0,0,0,0,0,0,0
P50107,157,30,77,23,126,121,56,61,42,51,13
P50162,14,8,5,0,17,13,10,12,1,8,4
P50249,160,60,54,8,183,182,45,46,31,43,11
P50257,0,0,0,0,0,0,0,0,0,0,0
P50299,0,0,0,0,0,0,0,0,0,0,0
P50304,0,0,0,0,0,0,0,0,0,0,0
P50428,57,17,19,0,33,34,19,6,8,0,7
P50429,485,154,248,43,546,538,186,215,132,164,43
P50430,671,212,332,62,820,690,157,257,131,312,41
P50452,30,20,23,3,51,40,15,13,2,11,3
P50461,13,11,23,11,31,23,10,16,12,18,1
P50462,25,4,0,0,8,12,3,0,0,0,9
P50503,0,0,0,0,0,0,0,0,0,0,0
P50513,19,0,0,0,12,19,1,0,1,0,12
P50520,51,15,27,2,57,67,20,2,12,9,4
P50528,47,10,55,0,43,40,32,36,21,18,2
P50532,461,164,244,45,369,503,259,92,196,80,22
P50607,138,45,90,21,94,115,51,85,77,13,9
P50648,2220,613,899,114,2584,1797,692,951,370,1357,144
P50650,0,0,0,0,0,0,0,0,0,0,0
P50651,0,0,0,0,0,0,0,0,0,0,0
P50830,10,21,8,0,7,9,6,3,3,6,1
P50884,0,1,2,0,1,2,0,0,4,11,4
P50942,1,5,0,0,0,6,8,0,0,0,4
P50944,25,18,27,2,10,28,21,14,23,0,1
P50996,210,49,69,25,200,132,64,36,70,54,8
P51039,0,0,0,0,0,0,0,0,0,0,0
P51061,314,125,197,31,486,257,115,155,77,166,19
P51094,210,49,54,8,161,112,34,32,17,24,2
P51116,42,40,21,3,48,66,15,9,53,11,1
P51136,153,60,85,4,65,135,42,38,48,11,1
P51138,100,38,31,1,59,71,11,24,32,5,14
P51147,60,31,20,7,68,75,44,63,19,4,3
P51193,229,42,78,29,214,163,57,135,63,178,63
P51260,38,15,12,11,6,15,2,6,6,0,5
P51281,136,43,88,6,111,113,81,59,71,6,12
P51287,1366,389,549,81,1506,1155,547,403,346,522,107
P51332,1,1,2,0,4,0,1,0,0,0,0
P51375,4,2,0,0,15,8,5,12,0,0,0
P51405,265,128,106,12,327,195,111,80,70,84,9
P51414,0,0,0,0,5,0,0,0,1,0,0
P51427,786,137,638,38,686,469,262,518,194,514,97
P51544,0,0,0,0,0,0,0,0,0,0,0
P51554,11,11,35,1,37,23,5,8,10,3,7
P51563,378,115,179,18,328,274,156,93,106,55,29
P51566,0,0,0,0,0,0,0,0,0,0,0
P51567,82,18,80,2,59,63,22,18,42,24,3
P51568,25,18,11,0,33,32,10,16,14,0,2
P51634,66,25,27,17,51,74,28,45,22,9,3
P51648,147,71,72,8,156,160,59,102,26,187,8
P51659,32,7,38,1,30,53,19,13,21,46,3
P51660,45,19,21,3,31,27,15,24,10,6,12
P51687,85,25,51,9,80,80,56,9,16,20,20
P51691,37,0,1,0,23,23,4,17,0,0,0
P51792,67,18,40,2,90,84,42,29,22,39,9
P51799,249,73,124,38,166,177,66,98,69,29,17
P51817,94,26,34,7,48,53,28,39,53,14,25
P51820,63,24,29,5,119,64,25,35,12,50,5
P51822,56,24,39,5,87,99,21,83,17,73,10
P51824,31,16,30,2,20,54,17,18,12,27,3
P51852,0,0,0,0,0,0,0,0,0,0,0
P51873,0,0,0,0,0,0,0,0,0,0,0
P51874,15667,4324,1535,890,20159,14314,1067,1546,641,1677,1488
P51892,0,0,0,0,0,0,0,0,0,0,0
P51901,390,89,226,32,329,297,142,102,100,87,14
